zcta,state_fips,puma_geoid,puma_code,puma_name,zcta_name,zcta_land_area,puma_land_area,overlap_land_area,overlap_water_area,zcta_to_puma_weight,puma_to_zcta_weight,overlap_rank_for_zcta,is_primary_puma_for_zcta,source_year,source_file,GEOID_PUMA5_20,NAMELSAD_PUMA5_20,AREALAND_PUMA5_20,AREAWATER_PUMA5_20,GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,AREALAND_PART,AREAWATER_PART
75495,48,4800800,00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",ZCTA5 75495,175386109,6989074470,165819347,701672,0.945453,0.023726,1,1,2020,tab20_puma520_zcta520_natl.txt,4800800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",6989074470,202241294,75495,ZCTA5 75495,175386109,783373,165819347,701672
75495,48,4801907,01907,Collin County (East) PUMA,ZCTA5 75495,175386109,1287411103,9566762,81701,0.054547,0.007431,2,0,2020,tab20_puma520_zcta520_natl.txt,4801907,Collin County (East) PUMA,1287411103,107844397,75495,ZCTA5 75495,175386109,783373,9566762,81701
75496,48,4800900,00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",ZCTA5 75496,302979995,2506128078,178835427,569305,0.590255,0.071359,1,1,2020,tab20_puma520_zcta520_natl.txt,4800900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",2506128078,164034191,75496,ZCTA5 75496,302979995,577201,178835427,569305
75496,48,4800800,00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",ZCTA5 75496,302979995,6989074470,124144568,7896,0.409745,0.017763,2,0,2020,tab20_puma520_zcta520_natl.txt,4800800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",6989074470,202241294,75496,ZCTA5 75496,302979995,577201,124144568,7896
75497,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75497,162667129,4954946486,122034721,50762694,0.750211,0.024629,1,1,2020,tab20_puma520_zcta520_natl.txt,4801300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",4954946486,270089255,75497,ZCTA5 75497,162667129,51665282,122034721,50762694
75497,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75497,162667129,10147401217,40632408,902588,0.249789,0.004004,2,0,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75497,ZCTA5 75497,162667129,51665282,40632408,902588
75501,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75501,249313004,4718652612,249313004,19027652,1.0,0.052836,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75501,ZCTA5 75501,249313004,19027652,249313004,19027652
75503,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75503,203241452,4718652612,203241452,6560380,1.0,0.043072,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75503,ZCTA5 75503,203241452,6560380,203241452,6560380
75550,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75550,236520611,10147401217,236520611,831304,1.0,0.023308,1,1,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75550,ZCTA5 75550,236520611,831304,236520611,831304
75551,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75551,418891561,4718652612,418891561,17879000,1.0,0.088774,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75551,ZCTA5 75551,418891561,17879000,418891561,17879000
75554,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75554,375304705,10147401217,304081977,3698301,0.810227,0.029966,1,1,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75554,ZCTA5 75554,375304705,4299209,304081977,3698301
75554,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75554,375304705,4718652612,71222728,600908,0.189773,0.015094,2,0,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75554,ZCTA5 75554,375304705,4299209,71222728,600908
75555,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75555,311330001,4718652612,284114959,485244,0.912585,0.060211,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75555,ZCTA5 75555,311330001,698620,284114959,485244
75555,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75555,311330001,4827582174,27215042,213376,0.087415,0.005637,2,0,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75555,ZCTA5 75555,311330001,698620,27215042,213376
75556,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75556,61638281,4718652612,61102944,190950,1.0,0.012949,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75556,ZCTA5 75556,61638281,190950,61102944,190950
75558,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75558,104960233,10147401217,104960233,1542469,1.0,0.010344,1,1,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75558,ZCTA5 75558,104960233,1542469,104960233,1542469
75559,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75559,757254634,4718652612,695230306,10620346,0.918093,0.147337,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75559,ZCTA5 75559,757254634,10620346,695230306,10620346
75559,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75559,757254634,10147401217,62024328,0,0.081907,0.006112,2,0,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75559,ZCTA5 75559,757254634,10620346,62024328,0
75560,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75560,182470409,4718652612,182470409,21526211,1.0,0.03867,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75560,ZCTA5 75560,182470409,21526211,182470409,21526211
75561,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75561,120128956,4718652612,120128956,3809479,1.0,0.025458,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75561,ZCTA5 75561,120128956,3809479,120128956,3809479
75562,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75562,27368163,4718652612,27368163,0,1.0,0.0058,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75562,ZCTA5 75562,27368163,0,27368163,0
75563,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75563,416202900,4718652612,416202900,1989359,1.0,0.088204,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75563,ZCTA5 75563,416202900,1989359,416202900,1989359
75564,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75564,6839904,4718652612,6839904,0,1.0,0.00145,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75564,ZCTA5 75564,6839904,0,6839904,0
75565,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75565,3043920,4718652612,3043920,53023,1.0,0.000645,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75565,ZCTA5 75565,3043920,53023,3043920,53023
75566,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75566,121452992,4718652612,121452992,0,1.0,0.025739,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75566,ZCTA5 75566,121452992,0,121452992,0
75567,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75567,192583014,4718652612,192583014,44089811,1.0,0.040813,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75567,ZCTA5 75567,192583014,44089811,192583014,44089811
75568,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75568,339257813,4718652612,249760735,2652028,0.736197,0.052931,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75568,ZCTA5 75568,339257813,2980614,249760735,2652028
75568,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75568,339257813,10147401217,89497078,328586,0.263803,0.00882,2,0,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75568,ZCTA5 75568,339257813,2980614,89497078,328586
75569,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75569,6050368,4718652612,6050368,0,1.0,0.001282,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75569,ZCTA5 75569,6050368,0,6050368,0
75570,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75570,344411598,4718652612,344411598,3397075,1.0,0.072989,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75570,ZCTA5 75570,344411598,3397075,344411598,3397075
75571,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75571,296000104,10147401217,296000104,3783705,1.0,0.02917,1,1,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75571,ZCTA5 75571,296000104,3783705,296000104,3783705
75572,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75572,191477971,4718652612,191477971,12901743,1.0,0.040579,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75572,ZCTA5 75572,191477971,12901743,191477971,12901743
75573,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75573,17935030,4718652612,17935030,5676134,1.0,0.003801,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75573,ZCTA5 75573,17935030,5676134,17935030,5676134
75574,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75574,264594558,4718652612,264594558,2849782,1.0,0.056074,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75574,ZCTA5 75574,264594558,2849782,264594558,2849782
75601,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75601,23625723,708052150,18408292,0,0.779163,0.025998,1,1,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75601,ZCTA5 75601,23625723,0,18408292,0
75601,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75601,23625723,4827582174,5217431,0,0.220837,0.001081,2,0,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75601,ZCTA5 75601,23625723,0,5217431,0
75602,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75602,134357881,4827582174,108617287,4611772,0.808418,0.022499,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75602,ZCTA5 75602,134357881,4619136,108617287,4611772
75602,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75602,134357881,708052150,25740594,7364,0.191582,0.036354,2,0,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75602,ZCTA5 75602,134357881,4619136,25740594,7364
75603,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75603,137349147,708052150,122366429,4304793,0.890915,0.172821,1,1,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75603,ZCTA5 75603,137349147,7444452,122366429,4304793
75603,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75603,137349147,7222205845,14982718,3139659,0.109085,0.002075,2,0,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75603,ZCTA5 75603,137349147,7444452,14982718,3139659
75604,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75604,114299805,708052150,111936461,894973,0.979323,0.158091,1,1,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75604,ZCTA5 75604,114299805,905317,111936461,894973
75604,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75604,114299805,4827582174,2363344,10344,0.020677,0.00049,2,0,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75604,ZCTA5 75604,114299805,905317,2363344,10344
75605,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75605,207945501,708052150,121358187,219106,0.583606,0.171397,1,1,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75605,ZCTA5 75605,207945501,515068,121358187,219106
75605,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75605,207945501,4827582174,86587314,295962,0.416394,0.017936,2,0,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75605,ZCTA5 75605,207945501,515068,86587314,295962
75630,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75630,276715555,4718652612,152558818,2253560,0.55132,0.032331,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75630,ZCTA5 75630,276715555,28114917,152558818,2253560
75630,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75630,276715555,4827582174,124156737,25861357,0.44868,0.025718,2,0,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75630,ZCTA5 75630,276715555,28114917,124156737,25861357
75631,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75631,306624019,7222205845,306624019,3357802,1.0,0.042456,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75631,ZCTA5 75631,306624019,3357802,306624019,3357802
75633,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75633,841078670,7222205845,841078670,8504145,1.0,0.116457,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75633,ZCTA5 75633,841078670,8504145,841078670,8504145
75638,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75638,221728416,10147401217,215004150,7167266,0.969673,0.021188,1,1,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75638,ZCTA5 75638,221728416,7250137,215004150,7167266
75638,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75638,221728416,4718652612,6724266,82871,0.030327,0.001425,2,0,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75638,ZCTA5 75638,221728416,7250137,6724266,82871
75639,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75639,419743074,7222205845,419743074,1475011,1.0,0.058118,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75639,ZCTA5 75639,419743074,1475011,419743074,1475011
75640,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75640,225124673,4827582174,225124673,8978175,1.0,0.046633,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75640,ZCTA5 75640,225124673,8978175,225124673,8978175
75641,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75641,4350600,7222205845,3435989,0,0.789774,0.000476,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75641,ZCTA5 75641,4350600,0,3435989,0
75641,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75641,4350600,708052150,914611,0,0.210226,0.001292,2,0,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75641,ZCTA5 75641,4350600,0,914611,0
75642,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75642,10669041,7222205845,6983941,0,0.654599,0.000967,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75642,ZCTA5 75642,10669041,0,6983941,0
75642,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75642,10669041,4827582174,3685100,0,0.345401,0.000763,2,0,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75642,ZCTA5 75642,10669041,0,3685100,0
75643,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75643,191683661,7222205845,166155462,6369857,0.866821,0.023006,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75643,ZCTA5 75643,191683661,6401056,166155462,6369857
75643,48,4804100,04100,Deep East Texas COG (East) & Jasper County PUMA,ZCTA5 75643,191683661,11951966832,25528199,31199,0.133179,0.002136,2,0,2020,tab20_puma520_zcta520_natl.txt,4804100,Deep East Texas COG (East) & Jasper County PUMA,11951966832,605827991,75643,ZCTA5 75643,191683661,6401056,25528199,31199
75644,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75644,483360711,4827582174,483360711,4481533,1.0,0.100125,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75644,ZCTA5 75644,483360711,4481533,483360711,4481533
75645,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75645,374542631,4827582174,366342243,4464941,0.978106,0.075885,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75645,ZCTA5 75645,374542631,4464941,366342243,4464941
75645,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75645,374542631,708052150,8200388,0,0.021894,0.011582,2,0,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75645,ZCTA5 75645,374542631,4464941,8200388,0
75647,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75647,229409644,708052150,99166395,313432,0.432268,0.140055,1,1,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75647,ZCTA5 75647,229409644,3498256,99166395,313432
75647,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75647,229409644,2102461367,73743602,655003,0.321449,0.035075,2,0,2020,tab20_puma520_zcta520_natl.txt,4801501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,2102461367,68129019,75647,ZCTA5 75647,229409644,3498256,73743602,655003
75647,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75647,229409644,4827582174,56499647,2529821,0.246283,0.011704,3,0,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75647,ZCTA5 75647,229409644,3498256,56499647,2529821
75650,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75650,303844974,4827582174,303844974,6629918,1.0,0.062939,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75650,ZCTA5 75650,303844974,6629918,303844974,6629918
75651,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75651,143409626,4827582174,143409626,589634,1.0,0.029706,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75651,ZCTA5 75651,143409626,589634,143409626,589634
75652,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75652,445434595,7222205845,445434595,11615673,1.0,0.061676,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75652,ZCTA5 75652,445434595,11615673,445434595,11615673
75654,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75654,512460434,7222205845,512460434,6389252,1.0,0.070956,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75654,ZCTA5 75654,512460434,6389252,512460434,6389252
75656,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75656,258045879,4718652612,236713303,303983,0.91733,0.050165,1,1,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75656,ZCTA5 75656,258045879,339588,236713303,303983
75656,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75656,258045879,10147401217,21332576,35605,0.08267,0.002102,2,0,2020,tab20_puma520_zcta520_natl.txt,4801000,Ark-Tex COG (West) PUMA,10147401217,315253696,75656,ZCTA5 75656,258045879,339588,21332576,35605
75657,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75657,893390918,4827582174,825430270,57982590,0.92393,0.170982,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75657,ZCTA5 75657,893390918,58158766,825430270,57982590
75657,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75657,893390918,4718652612,67960648,176176,0.07607,0.014403,2,0,2020,tab20_puma520_zcta520_natl.txt,4801100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,4718652612,158892636,75657,ZCTA5 75657,893390918,58158766,67960648,176176
75658,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75658,3081697,7222205845,3081697,14642,1.0,0.000427,1,1,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75658,ZCTA5 75658,3081697,14642,3081697,14642
75659,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75659,8274718,4827582174,8274718,0,1.0,0.001714,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75659,ZCTA5 75659,8274718,0,8274718,0
75661,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75661,332834254,4827582174,332834254,24013189,1.0,0.068944,1,1,2020,tab20_puma520_zcta520_natl.txt,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",4827582174,167626940,75661,ZCTA5 75661,332834254,24013189,332834254,24013189
75662,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75662,328520075,708052150,173315888,339502,0.527566,0.244778,1,1,2020,tab20_puma520_zcta520_natl.txt,4801600,East Texas COG (Central)--Gregg County (Longview City) PUMA,708052150,6206460,75662,ZCTA5 75662,328520075,539717,173315888,339502
75662,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75662,328520075,7222205845,129943185,101511,0.395541,0.017992,2,0,2020,tab20_puma520_zcta520_natl.txt,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",7222205845,86900822,75662,ZCTA5 75662,328520075,539717,129943185,101511
75662,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75662,328520075,2102461367,25261002,98704,0.076893,0.012015,3,0,2020,tab20_puma520_zcta520_natl.txt,4801501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,2102461367,68129019,75662,ZCTA5 75662,328520075,539717,25261002,98704
