zcta,state_fips,puma_geoid,puma_code,puma_name,zcta_name,zcta_land_area,puma_land_area,overlap_land_area,overlap_water_area,zcta_to_puma_weight,puma_to_zcta_weight,overlap_rank_for_zcta,is_primary_puma_for_zcta,source_year,source_file
75562,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75562,27368163,4718652612,27368163,0,1.0,0.0058,1,1,2020,tab20_puma520_zcta520_natl.txt
75563,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75563,416202900,4718652612,416202900,1989359,1.0,0.088204,1,1,2020,tab20_puma520_zcta520_natl.txt
75564,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75564,6839904,4718652612,6839904,0,1.0,0.00145,1,1,2020,tab20_puma520_zcta520_natl.txt
75565,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75565,3043920,4718652612,3043920,53023,1.0,0.000645,1,1,2020,tab20_puma520_zcta520_natl.txt
75566,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75566,121452992,4718652612,121452992,0,1.0,0.025739,1,1,2020,tab20_puma520_zcta520_natl.txt
75567,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75567,192583014,4718652612,192583014,44089811,1.0,0.040813,1,1,2020,tab20_puma520_zcta520_natl.txt
75568,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75568,339257813,4718652612,249760735,2652028,0.736197,0.052931,1,1,2020,tab20_puma520_zcta520_natl.txt
75568,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75568,339257813,10147401217,89497078,328586,0.263803,0.00882,2,0,2020,tab20_puma520_zcta520_natl.txt
75569,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75569,6050368,4718652612,6050368,0,1.0,0.001282,1,1,2020,tab20_puma520_zcta520_natl.txt
75570,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75570,344411598,4718652612,344411598,3397075,1.0,0.072989,1,1,2020,tab20_puma520_zcta520_natl.txt
75571,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75571,296000104,10147401217,296000104,3783705,1.0,0.02917,1,1,2020,tab20_puma520_zcta520_natl.txt
75572,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75572,191477971,4718652612,191477971,12901743,1.0,0.040579,1,1,2020,tab20_puma520_zcta520_natl.txt
75573,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75573,17935030,4718652612,17935030,5676134,1.0,0.003801,1,1,2020,tab20_puma520_zcta520_natl.txt
75574,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75574,264594558,4718652612,264594558,2849782,1.0,0.056074,1,1,2020,tab20_puma520_zcta520_natl.txt
75601,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75601,23625723,708052150,18408292,0,0.779163,0.025998,1,1,2020,tab20_puma520_zcta520_natl.txt
75601,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75601,23625723,4827582174,5217431,0,0.220837,0.001081,2,0,2020,tab20_puma520_zcta520_natl.txt
75602,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75602,134357881,4827582174,108617287,4611772,0.808418,0.022499,1,1,2020,tab20_puma520_zcta520_natl.txt
75602,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75602,134357881,708052150,25740594,7364,0.191582,0.036354,2,0,2020,tab20_puma520_zcta520_natl.txt
75603,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75603,137349147,708052150,122366429,4304793,0.890915,0.172821,1,1,2020,tab20_puma520_zcta520_natl.txt
75603,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75603,137349147,7222205845,14982718,3139659,0.109085,0.002075,2,0,2020,tab20_puma520_zcta520_natl.txt
75604,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75604,114299805,708052150,111936461,894973,0.979323,0.158091,1,1,2020,tab20_puma520_zcta520_natl.txt
75604,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75604,114299805,4827582174,2363344,10344,0.020677,0.00049,2,0,2020,tab20_puma520_zcta520_natl.txt
75605,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75605,207945501,708052150,121358187,219106,0.583606,0.171397,1,1,2020,tab20_puma520_zcta520_natl.txt
75605,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75605,207945501,4827582174,86587314,295962,0.416394,0.017936,2,0,2020,tab20_puma520_zcta520_natl.txt
75630,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75630,276715555,4718652612,152558818,2253560,0.55132,0.032331,1,1,2020,tab20_puma520_zcta520_natl.txt
75630,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75630,276715555,4827582174,124156737,25861357,0.44868,0.025718,2,0,2020,tab20_puma520_zcta520_natl.txt
75631,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75631,306624019,7222205845,306624019,3357802,1.0,0.042456,1,1,2020,tab20_puma520_zcta520_natl.txt
75633,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75633,841078670,7222205845,841078670,8504145,1.0,0.116457,1,1,2020,tab20_puma520_zcta520_natl.txt
75638,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75638,221728416,10147401217,215004150,7167266,0.969673,0.021188,1,1,2020,tab20_puma520_zcta520_natl.txt
75638,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75638,221728416,4718652612,6724266,82871,0.030327,0.001425,2,0,2020,tab20_puma520_zcta520_natl.txt
75639,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75639,419743074,7222205845,419743074,1475011,1.0,0.058118,1,1,2020,tab20_puma520_zcta520_natl.txt
75640,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75640,225124673,4827582174,225124673,8978175,1.0,0.046633,1,1,2020,tab20_puma520_zcta520_natl.txt
75641,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75641,4350600,7222205845,3435989,0,0.789774,0.000476,1,1,2020,tab20_puma520_zcta520_natl.txt
75641,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75641,4350600,708052150,914611,0,0.210226,0.001292,2,0,2020,tab20_puma520_zcta520_natl.txt
75642,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75642,10669041,7222205845,6983941,0,0.654599,0.000967,1,1,2020,tab20_puma520_zcta520_natl.txt
75642,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75642,10669041,4827582174,3685100,0,0.345401,0.000763,2,0,2020,tab20_puma520_zcta520_natl.txt
75643,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75643,191683661,7222205845,166155462,6369857,0.866821,0.023006,1,1,2020,tab20_puma520_zcta520_natl.txt
75643,48,4804100,04100,Deep East Texas COG (East) & Jasper County PUMA,ZCTA5 75643,191683661,11951966832,25528199,31199,0.133179,0.002136,2,0,2020,tab20_puma520_zcta520_natl.txt
75644,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75644,483360711,4827582174,483360711,4481533,1.0,0.100125,1,1,2020,tab20_puma520_zcta520_natl.txt
75645,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75645,374542631,4827582174,366342243,4464941,0.978106,0.075885,1,1,2020,tab20_puma520_zcta520_natl.txt
75645,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75645,374542631,708052150,8200388,0,0.021894,0.011582,2,0,2020,tab20_puma520_zcta520_natl.txt
75647,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75647,229409644,708052150,99166395,313432,0.432268,0.140055,1,1,2020,tab20_puma520_zcta520_natl.txt
75647,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75647,229409644,2102461367,73743602,655003,0.321449,0.035075,2,0,2020,tab20_puma520_zcta520_natl.txt
75647,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75647,229409644,4827582174,56499647,2529821,0.246283,0.011704,3,0,2020,tab20_puma520_zcta520_natl.txt
75650,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75650,303844974,4827582174,303844974,6629918,1.0,0.062939,1,1,2020,tab20_puma520_zcta520_natl.txt
75651,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75651,143409626,4827582174,143409626,589634,1.0,0.029706,1,1,2020,tab20_puma520_zcta520_natl.txt
75652,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75652,445434595,7222205845,445434595,11615673,1.0,0.061676,1,1,2020,tab20_puma520_zcta520_natl.txt
75654,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75654,512460434,7222205845,512460434,6389252,1.0,0.070956,1,1,2020,tab20_puma520_zcta520_natl.txt
75656,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75656,258045879,4718652612,236713303,303983,0.91733,0.050165,1,1,2020,tab20_puma520_zcta520_natl.txt
75656,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75656,258045879,10147401217,21332576,35605,0.08267,0.002102,2,0,2020,tab20_puma520_zcta520_natl.txt
75657,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75657,893390918,4827582174,825430270,57982590,0.92393,0.170982,1,1,2020,tab20_puma520_zcta520_natl.txt
75657,48,4801100,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,ZCTA5 75657,893390918,4718652612,67960648,176176,0.07607,0.014403,2,0,2020,tab20_puma520_zcta520_natl.txt
75658,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75658,3081697,7222205845,3081697,14642,1.0,0.000427,1,1,2020,tab20_puma520_zcta520_natl.txt
75659,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75659,8274718,4827582174,8274718,0,1.0,0.001714,1,1,2020,tab20_puma520_zcta520_natl.txt
75661,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75661,332834254,4827582174,332834254,24013189,1.0,0.068944,1,1,2020,tab20_puma520_zcta520_natl.txt
75662,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75662,328520075,708052150,173315888,339502,0.527566,0.244778,1,1,2020,tab20_puma520_zcta520_natl.txt
75662,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75662,328520075,7222205845,129943185,101511,0.395541,0.017992,2,0,2020,tab20_puma520_zcta520_natl.txt
75662,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75662,328520075,2102461367,25261002,98704,0.076893,0.012015,3,0,2020,tab20_puma520_zcta520_natl.txt
75667,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75667,221671292,7222205845,221671292,549868,1.0,0.030693,1,1,2020,tab20_puma520_zcta520_natl.txt
75668,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75668,54351894,10147401217,44525123,6353180,0.819201,0.004388,1,1,2020,tab20_puma520_zcta520_natl.txt
75668,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75668,54351894,4827582174,9826771,3946997,0.180799,0.002036,2,0,2020,tab20_puma520_zcta520_natl.txt
75669,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75669,142422559,7222205845,142422559,3876434,1.0,0.01972,1,1,2020,tab20_puma520_zcta520_natl.txt
75670,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75670,330646206,4827582174,330646206,1604227,1.0,0.068491,1,1,2020,tab20_puma520_zcta520_natl.txt
75672,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75672,600895728,4827582174,599378734,1635235,0.997475,0.124157,1,1,2020,tab20_puma520_zcta520_natl.txt
75672,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75672,600895728,7222205845,1516994,3517,0.002525,0.00021,2,0,2020,tab20_puma520_zcta520_natl.txt
75681,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75681,346425930,7222205845,346425930,513177,1.0,0.047967,1,1,2020,tab20_puma520_zcta520_natl.txt
75682,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75682,5279846,7222205845,5279846,0,1.0,0.000731,1,1,2020,tab20_puma520_zcta520_natl.txt
75683,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75683,155564063,4827582174,155564063,13729776,1.0,0.032224,1,1,2020,tab20_puma520_zcta520_natl.txt
75684,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75684,237642943,7222205845,196853216,312988,0.828357,0.027257,1,1,2020,tab20_puma520_zcta520_natl.txt
75684,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75684,237642943,2102461367,40789727,438768,0.171643,0.019401,2,0,2020,tab20_puma520_zcta520_natl.txt
75686,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75686,601729968,4954946486,417600170,14439007,0.693999,0.084279,1,1,2020,tab20_puma520_zcta520_natl.txt
75686,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75686,601729968,4827582174,111714263,854012,0.185655,0.023141,2,0,2020,tab20_puma520_zcta520_natl.txt
75686,48,4801000,01000,Ark-Tex COG (West) PUMA,ZCTA5 75686,601729968,10147401217,72415535,17093836,0.120346,0.007136,3,0,2020,tab20_puma520_zcta520_natl.txt
75689,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75689,3189443,7222205845,3189443,0,1.0,0.000442,1,1,2020,tab20_puma520_zcta520_natl.txt
75691,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75691,246186438,7222205845,246186438,18102041,1.0,0.034087,1,1,2020,tab20_puma520_zcta520_natl.txt
75692,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75692,256959670,4827582174,241134229,995673,0.938413,0.049949,1,1,2020,tab20_puma520_zcta520_natl.txt
75692,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75692,256959670,7222205845,15825441,0,0.061587,0.002191,2,0,2020,tab20_puma520_zcta520_natl.txt
75693,48,4801600,01600,East Texas COG (Central)--Gregg County (Longview City) PUMA,ZCTA5 75693,26644905,708052150,26644905,127290,1.0,0.037631,1,1,2020,tab20_puma520_zcta520_natl.txt
75701,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75701,36434010,284142922,35324058,48446,0.969535,0.124318,1,1,2020,tab20_puma520_zcta520_natl.txt
75701,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75701,36434010,2102461367,1109952,16512,0.030465,0.000528,2,0,2020,tab20_puma520_zcta520_natl.txt
75702,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75702,36517614,284142922,35150560,113618,0.962565,0.123707,1,1,2020,tab20_puma520_zcta520_natl.txt
75702,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75702,36517614,2102461367,1367054,0,0.037435,0.00065,2,0,2020,tab20_puma520_zcta520_natl.txt
75703,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75703,142609898,284142922,72453743,710771,0.508055,0.25499,1,1,2020,tab20_puma520_zcta520_natl.txt
75703,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75703,142609898,2102461367,70156155,640552,0.491945,0.033369,2,0,2020,tab20_puma520_zcta520_natl.txt
75704,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75704,172916704,2102461367,144447574,1204057,0.835359,0.068704,1,1,2020,tab20_puma520_zcta520_natl.txt
75704,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75704,172916704,284142922,28469130,525170,0.164641,0.100193,2,0,2020,tab20_puma520_zcta520_natl.txt
75705,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75705,66569151,2102461367,66569151,429882,1.0,0.031662,1,1,2020,tab20_puma520_zcta520_natl.txt
75706,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75706,195690545,2102461367,192590317,3319807,0.984157,0.091602,1,1,2020,tab20_puma520_zcta520_natl.txt
75706,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75706,195690545,284142922,3100228,40764,0.015843,0.010911,2,0,2020,tab20_puma520_zcta520_natl.txt
75707,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75707,135724871,2102461367,121708055,9763908,0.896726,0.057888,1,1,2020,tab20_puma520_zcta520_natl.txt
75707,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75707,135724871,284142922,14016816,132946,0.103274,0.04933,2,0,2020,tab20_puma520_zcta520_natl.txt
75708,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75708,146401820,2102461367,143628082,1233488,0.981054,0.068314,1,1,2020,tab20_puma520_zcta520_natl.txt
75708,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75708,146401820,284142922,2773738,40596,0.018946,0.009762,2,0,2020,tab20_puma520_zcta520_natl.txt
75709,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75709,53925856,284142922,52851735,1619094,0.980082,0.186004,1,1,2020,tab20_puma520_zcta520_natl.txt
75709,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75709,53925856,2102461367,1074121,89604,0.019918,0.000511,2,0,2020,tab20_puma520_zcta520_natl.txt
75711,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75711,46694,284142922,46694,0,1.0,0.000164,1,1,2020,tab20_puma520_zcta520_natl.txt
75750,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75750,126315982,2102461367,126315982,4295307,1.0,0.06008,1,1,2020,tab20_puma520_zcta520_natl.txt
75751,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75751,467152199,5015247217,467152199,11610426,1.0,0.093146,1,1,2020,tab20_puma520_zcta520_natl.txt
75752,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75752,390202025,5015247217,352566092,10153709,0.903548,0.070299,1,1,2020,tab20_puma520_zcta520_natl.txt
75752,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75752,390202025,4954946486,37635933,617054,0.096452,0.007596,2,0,2020,tab20_puma520_zcta520_natl.txt
75754,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75754,326318831,4954946486,326318831,5517300,1.0,0.065857,1,1,2020,tab20_puma520_zcta520_natl.txt
75755,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75755,262282433,4827582174,249798796,3837908,0.952404,0.051744,1,1,2020,tab20_puma520_zcta520_natl.txt
75755,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75755,262282433,4954946486,12483637,48508,0.047596,0.002519,2,0,2020,tab20_puma520_zcta520_natl.txt
75756,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75756,191040540,5015247217,185235441,566727,0.969613,0.036934,1,1,2020,tab20_puma520_zcta520_natl.txt
75756,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75756,191040540,4954946486,5805099,257275,0.030387,0.001172,2,0,2020,tab20_puma520_zcta520_natl.txt
75757,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75757,223027223,7222205845,154723304,7806898,0.693742,0.021423,1,1,2020,tab20_puma520_zcta520_natl.txt
75757,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75757,223027223,2102461367,68303919,7034127,0.306258,0.032488,2,0,2020,tab20_puma520_zcta520_natl.txt
75758,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75758,114401071,5015247217,91423746,45890798,0.799151,0.018229,1,1,2020,tab20_puma520_zcta520_natl.txt
75758,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75758,114401071,4954946486,22977325,226768,0.200849,0.004637,2,0,2020,tab20_puma520_zcta520_natl.txt
75759,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75759,9459247,7222205845,9459247,0,1.0,0.00131,1,1,2020,tab20_puma520_zcta520_natl.txt
75760,48,4804000,04000,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA,ZCTA5 75760,342947012,4517427756,233329256,260221,0.680365,0.051651,1,1,2020,tab20_puma520_zcta520_natl.txt
75760,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75760,342947012,7222205845,109617756,231494,0.319635,0.015178,2,0,2020,tab20_puma520_zcta520_natl.txt
75762,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75762,115825352,2102461367,100083028,15294215,0.864086,0.047603,1,1,2020,tab20_puma520_zcta520_natl.txt
75762,48,4801502,01502,East Texas COG (Central)--Smith County (West) (Tyler City) PUMA,ZCTA5 75762,115825352,284142922,15742324,1591250,0.135914,0.055403,2,0,2020,tab20_puma520_zcta520_natl.txt
75763,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75763,280503791,5015247217,280503791,19009612,1.0,0.05593,1,1,2020,tab20_puma520_zcta520_natl.txt
75764,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75764,3336531,7222205845,3336531,0,1.0,0.000462,1,1,2020,tab20_puma520_zcta520_natl.txt
75765,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75765,268472814,4954946486,265602142,8757174,0.989307,0.053603,1,1,2020,tab20_puma520_zcta520_natl.txt
75765,48,4801200,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",ZCTA5 75765,268472814,4827582174,2870672,20551,0.010693,0.000595,2,0,2020,tab20_puma520_zcta520_natl.txt
75766,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75766,824431972,7222205845,824431972,9596182,1.0,0.114152,1,1,2020,tab20_puma520_zcta520_natl.txt
75770,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75770,306485714,5015247217,306485714,8694003,1.0,0.061111,1,1,2020,tab20_puma520_zcta520_natl.txt
75771,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75771,378364475,2102461367,378364475,7338274,1.0,0.179963,1,1,2020,tab20_puma520_zcta520_natl.txt
75773,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75773,458298797,4954946486,377799981,11128898,0.824353,0.076247,1,1,2020,tab20_puma520_zcta520_natl.txt
75773,48,4801501,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,ZCTA5 75773,458298797,2102461367,80498816,1950811,0.175647,0.038288,2,0,2020,tab20_puma520_zcta520_natl.txt
75778,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75778,136420049,5015247217,118552760,1645991,0.869027,0.023638,1,1,2020,tab20_puma520_zcta520_natl.txt
75778,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75778,136420049,4954946486,17867289,1320257,0.130973,0.003606,2,0,2020,tab20_puma520_zcta520_natl.txt
75779,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75779,2031658,5015247217,2031658,8698,1.0,0.000405,1,1,2020,tab20_puma520_zcta520_natl.txt
75780,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75780,3477510,7222205845,3477510,0,1.0,0.000482,1,1,2020,tab20_puma520_zcta520_natl.txt
75782,48,4801800,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,ZCTA5 75782,4194585,5015247217,4194585,1030,1.0,0.000836,1,1,2020,tab20_puma520_zcta520_natl.txt
75783,48,4801300,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",ZCTA5 75783,310065078,4954946486,310065078,21314439,1.0,0.062577,1,1,2020,tab20_puma520_zcta520_natl.txt
75784,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75784,89714458,7222205845,89714458,67690,1.0,0.012422,1,1,2020,tab20_puma520_zcta520_natl.txt
75785,48,4801700,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",ZCTA5 75785,749475409,7222205845,749475409,1076066,1.0,0.103774,1,1,2020,tab20_puma520_zcta520_natl.txt
