NAME,B11001_001E,B11001_002E,B11001_003E,zip code tabulation area
ZCTA5 30008,11705,8213,4033,30008
ZCTA5 30009,8681,5771,4781,30009
ZCTA5 30011,6883,5306,3937,30011
ZCTA5 30012,11692,7778,4178,30012
ZCTA5 30013,10641,7257,4416,30013
ZCTA5 30014,15415,10908,7483,30014
ZCTA5 30016,20956,16303,10283,30016
ZCTA5 30017,8223,6353,4953,30017
ZCTA5 30018,38,26,23,30018
ZCTA5 30019,15617,13003,10844,30019
ZCTA5 30021,7195,4919,2863,30021
ZCTA5 30022,23518,17860,15244,30022
ZCTA5 30024,29570,23455,20029,30024
ZCTA5 30025,3781,3017,2522,30025
ZCTA5 30028,11957,10169,8808,30028
ZCTA5 30030,12979,7347,6340,30030
ZCTA5 30032,16285,8413,4344,30032
ZCTA5 30033,13545,6733,5619,30033
ZCTA5 30034,16406,9335,4784,30034
ZCTA5 30035,7002,4212,1973,30035
ZCTA5 30038,14635,9653,4587,30038
ZCTA5 30039,16131,12681,7090,30039
ZCTA5 30040,27727,22270,18961,30040
ZCTA5 30041,26194,21448,18815,30041
ZCTA5 30043,28839,21237,16330,30043
ZCTA5 30044,30665,22966,15800,30044
ZCTA5 30045,13729,11243,8411,30045
ZCTA5 30046,13768,9669,5971,30046
ZCTA5 30047,21727,16968,13105,30047
ZCTA5 30052,25832,20885,15950,30052
ZCTA5 30054,4309,2599,2223,30054
ZCTA5 30055,1552,1105,999,30055
ZCTA5 30056,797,637,465,30056
ZCTA5 30058,22018,13706,7027,30058
ZCTA5 30060,12963,7835,4501,30060
ZCTA5 30062,23211,17455,14804,30062
ZCTA5 30064,18771,13686,11056,30064
ZCTA5 30066,22852,16601,13275,30066
ZCTA5 30067,19463,11362,7636,30067
ZCTA5 30068,12849,9576,8500,30068
ZCTA5 30070,38,24,0,30070
ZCTA5 30071,9572,6375,4338,30071
ZCTA5 30072,388,215,139,30072
ZCTA5 30075,21548,15653,13490,30075
ZCTA5 30076,16648,11357,8808,30076
ZCTA5 30078,13295,10535,8051,30078
ZCTA5 30079,1566,932,779,30079
ZCTA5 30080,24950,12565,8311,30080
ZCTA5 30082,11050,7074,5388,30082
ZCTA5 30083,20674,12503,6148,30083
ZCTA5 30084,14434,8595,5776,30084
ZCTA5 30087,13331,9676,6814,30087
ZCTA5 30088,10132,5868,3642,30088
ZCTA5 30090,0,0,0,30090
ZCTA5 30092,16178,9802,6692,30092
ZCTA5 30093,18669,11050,5921,30093
ZCTA5 30094,12311,9040,5721,30094
ZCTA5 30096,28260,17631,12126,30096
ZCTA5 30097,17730,13375,11073,30097
ZCTA5 30101,21672,16046,13416,30101
ZCTA5 30102,15561,11635,8877,30102
ZCTA5 30103,5280,3892,3224,30103
ZCTA5 30104,1770,1434,1094,30104
ZCTA5 30105,862,690,511,30105
ZCTA5 30106,9401,6144,3352,30106
ZCTA5 30107,6773,5222,4521,30107
ZCTA5 30108,2716,1903,1466,30108
ZCTA5 30110,5554,3871,3376,30110
ZCTA5 30111,0,0,0,30111
ZCTA5 30113,2395,1740,1304,30113
ZCTA5 30114,21682,16413,13340,30114
ZCTA5 30115,18505,14820,12387,30115
ZCTA5 30116,8403,6063,4246,30116
ZCTA5 30117,14502,10138,6674,30117
ZCTA5 30118,20,0,0,30118
ZCTA5 30120,15934,12074,9012,30120
ZCTA5 30121,10283,6779,5274,30121
ZCTA5 30122,11117,6434,3997,30122
ZCTA5 30124,1027,760,567,30124
ZCTA5 30125,8780,6209,4526,30125
ZCTA5 30126,15853,10859,8036,30126
ZCTA5 30127,24431,18913,14419,30127
ZCTA5 30132,17813,14036,11166,30132
ZCTA5 30134,16036,12095,7719,30134
ZCTA5 30135,22486,17808,12374,30135
ZCTA5 30137,600,431,275,30137
ZCTA5 30139,1726,1340,971,30139
ZCTA5 30141,8877,6655,4105,30141
ZCTA5 30143,10428,7924,6639,30143
ZCTA5 30144,21979,14495,10604,30144
ZCTA5 30145,3217,2430,1990,30145
ZCTA5 30147,1766,1342,948,30147
ZCTA5 30148,366,312,239,30148
ZCTA5 30149,15,15,15,30149
ZCTA5 30152,16541,12757,10612,30152
ZCTA5 30153,6929,4656,3384,30153
ZCTA5 30157,18027,14708,11718,30157
ZCTA5 30161,13432,8641,5755,30161
ZCTA5 30165,15636,10599,7430,30165
ZCTA5 30168,9304,6296,2998,30168
ZCTA5 30170,1218,973,707,30170
ZCTA5 30171,1058,860,632,30171
ZCTA5 30173,2668,2055,1488,30173
ZCTA5 30175,2436,1756,1355,30175
ZCTA5 30176,2792,2072,1567,30176
ZCTA5 30177,431,267,239,30177
ZCTA5 30178,1558,1298,1225,30178
ZCTA5 30179,6735,5091,3949,30179
ZCTA5 30180,14538,10659,7895,30180
ZCTA5 30182,1383,1201,981,30182
ZCTA5 30183,2353,1664,1431,30183
ZCTA5 30184,2319,1862,1626,30184
ZCTA5 30185,1691,1273,995,30185
ZCTA5 30187,2951,2301,1862,30187
ZCTA5 30188,26409,18567,14719,30188
ZCTA5 30189,15352,11544,9054,30189
ZCTA5 30204,5007,3114,2104,30204
ZCTA5 30205,1036,817,729,30205
ZCTA5 30206,1135,836,588,30206
ZCTA5 30213,17167,11911,7266,30213
ZCTA5 30214,11807,9071,5871,30214
ZCTA5 30215,13560,11059,9179,30215
ZCTA5 30216,1320,896,618,30216
ZCTA5 30217,3494,2404,1867,30217
ZCTA5 30218,647,481,362,30218
ZCTA5 30220,2193,1648,1240,30220
ZCTA5 30222,1872,1338,986,30222
ZCTA5 30223,14950,9926,5967,30223
ZCTA5 30224,10383,6941,4636,30224
ZCTA5 30228,17662,12850,7822,30228
ZCTA5 30229,23,17,16,30229
ZCTA5 30230,3469,2350,1741,30230
ZCTA5 30233,8386,6356,4132,30233
ZCTA5 30234,860,537,334,30234
ZCTA5 30236,17676,12027,6337,30236
ZCTA5 30238,13732,9689,4975,30238
ZCTA5 30240,11779,7850,5133,30240
ZCTA5 30241,9991,6744,4021,30241
ZCTA5 30248,11229,9101,6370,30248
ZCTA5 30250,0,0,0,30250
ZCTA5 30251,936,794,557,30251
ZCTA5 30252,16171,12786,9667,30252
ZCTA5 30253,22583,16193,9806,30253
ZCTA5 30256,1046,741,566,30256
ZCTA5 30257,1678,1144,769,30257
ZCTA5 30258,863,639,460,30258
ZCTA5 30259,1410,1159,976,30259
ZCTA5 30260,9207,6165,2742,30260
ZCTA5 30263,22789,16447,11619,30263
ZCTA5 30265,15015,10528,8178,30265
ZCTA5 30268,3698,2759,2130,30268
ZCTA5 30269,15736,11543,9598,30269
ZCTA5 30272,0,0,0,30272
ZCTA5 30273,5937,4406,2593,30273
ZCTA5 30274,12973,7708,3600,30274
ZCTA5 30275,58,58,0,30275
ZCTA5 30276,7010,5973,4982,30276
ZCTA5 30277,7865,6524,5781,30277
ZCTA5 30281,27797,18126,11144,30281
ZCTA5 30284,3,3,3,30284
ZCTA5 30285,153,131,76,30285
ZCTA5 30286,9325,5770,3979,30286
ZCTA5 30288,2869,1711,954,30288
ZCTA5 30289,90,90,8,30289
ZCTA5 30290,3469,2776,2431,30290
ZCTA5 30291,10174,5281,1733,30291
ZCTA5 30292,2335,1836,1535,30292
ZCTA5 30293,995,659,412,30293
ZCTA5 30294,14995,9740,5981,30294
ZCTA5 30295,1830,1321,931,30295
ZCTA5 30296,9990,6718,3376,30296
ZCTA5 30297,9977,6300,2997,30297
ZCTA5 30303,1543,222,109,30303
ZCTA5 30305,16084,6084,5139,30305
ZCTA5 30306,11606,4950,4301,30306
ZCTA5 30307,9861,4950,4123,30307
ZCTA5 30308,14639,2432,1818,30308
ZCTA5 30309,19535,5809,5007,30309
ZCTA5 30310,12659,5617,2274,30310
ZCTA5 30311,15248,8166,2895,30311
ZCTA5 30312,15003,4602,2971,30312
ZCTA5 30313,3551,985,467,30313
ZCTA5 30314,7961,3622,1404,30314
ZCTA5 30315,13471,6663,2755,30315
ZCTA5 30316,15944,7518,4902,30316
ZCTA5 30317,6502,3823,2743,30317
ZCTA5 30318,27247,10338,6005,30318
ZCTA5 30319,19878,9761,7914,30319
ZCTA5 30322,0,0,0,30322
ZCTA5 30324,16088,4663,3782,30324
ZCTA5 30326,5664,1192,910,30326
ZCTA5 30327,9834,6400,5643,30327
ZCTA5 30328,18898,9918,7516,30328
ZCTA5 30329,11804,5138,3499,30329
ZCTA5 30331,24621,13939,6367,30331
ZCTA5 30332,0,0,0,30332
ZCTA5 30334,0,0,0,30334
ZCTA5 30336,280,134,32,30336
ZCTA5 30337,4791,2427,1067,30337
ZCTA5 30338,16302,9396,8050,30338
ZCTA5 30339,19910,6674,4581,30339
ZCTA5 30340,10843,6691,4213,30340
ZCTA5 30341,14206,7369,4960,30341
ZCTA5 30342,15199,7768,5937,30342
ZCTA5 30344,14727,7739,2964,30344
ZCTA5 30345,9770,5599,4468,30345
ZCTA5 30346,2638,714,478,30346
ZCTA5 30349,31201,18654,8656,30349
ZCTA5 30350,17898,8071,5934,30350
ZCTA5 30354,6695,3432,1567,30354
ZCTA5 30360,5904,4179,3226,30360
ZCTA5 30363,2278,745,740,30363
ZCTA5 30401,4841,3389,2037,30401
ZCTA5 30410,629,459,401,30410
ZCTA5 30411,968,562,276,30411
ZCTA5 30412,39,26,25,30412
ZCTA5 30413,673,446,357,30413
ZCTA5 30414,15,15,6,30414
ZCTA5 30415,2545,1847,1439,30415
ZCTA5 30417,4201,2794,1880,30417
ZCTA5 30420,739,460,301,30420
ZCTA5 30421,1157,757,540,30421
ZCTA5 30423,36,19,17,30423
ZCTA5 30425,576,393,348,30425
ZCTA5 30426,304,182,172,30426
ZCTA5 30427,4150,2831,2210,30427
ZCTA5 30428,638,478,355,30428
ZCTA5 30429,12,8,1,30429
ZCTA5 30434,1731,1365,634,30434
ZCTA5 30436,4519,3008,2063,30436
ZCTA5 30439,3836,2445,1894,30439
ZCTA5 30441,796,437,357,30441
ZCTA5 30442,3108,1963,1411,30442
ZCTA5 30445,1065,678,343,30445
ZCTA5 30446,609,488,322,30446
ZCTA5 30448,8,6,2,30448
ZCTA5 30449,12,8,8,30449
ZCTA5 30450,852,581,405,30450
ZCTA5 30451,20,18,2,30451
ZCTA5 30452,430,338,182,30452
ZCTA5 30453,2255,1314,708,30453
ZCTA5 30454,98,60,32,30454
ZCTA5 30455,387,248,197,30455
ZCTA5 30456,902,403,312,30456
ZCTA5 30457,1962,1294,807,30457
ZCTA5 30458,18140,8527,4954,30458
ZCTA5 30460,0,0,0,30460
ZCTA5 30461,6790,4612,3352,30461
ZCTA5 30464,42,37,4,30464
ZCTA5 30467,4038,2676,1754,30467
ZCTA5 30470,310,206,200,30470
ZCTA5 30471,1745,1012,548,30471
ZCTA5 30473,1026,846,522,30473
ZCTA5 30474,6554,4332,3059,30474
ZCTA5 30477,1073,672,380,30477
ZCTA5 30501,11710,7374,4288,30501
ZCTA5 30504,9688,6843,4432,30504
ZCTA5 30506,16720,13060,11052,30506
ZCTA5 30507,9230,7649,5162,30507
ZCTA5 30510,2574,1960,1560,30510
ZCTA5 30511,1083,824,626,30511
ZCTA5 30512,10801,7480,6514,30512
ZCTA5 30513,5644,3771,2983,30513
ZCTA5 30516,709,466,246,30516
ZCTA5 30517,6573,5436,4516,30517
ZCTA5 30518,18747,14746,11200,30518
ZCTA5 30519,18925,15350,11358,30519
ZCTA5 30520,1786,1195,786,30520
ZCTA5 30521,2280,1778,1232,30521
ZCTA5 30522,373,195,127,30522
ZCTA5 30523,5384,3857,3241,30523
ZCTA5 30525,3191,2087,1725,30525
ZCTA5 30527,1562,1224,1139,30527
ZCTA5 30528,8803,6211,5203,30528
ZCTA5 30529,4389,3264,2476,30529
ZCTA5 30530,2712,1814,1578,30530
ZCTA5 30531,4305,2840,2256,30531
ZCTA5 30533,9826,6539,5533,30533
ZCTA5 30534,12531,9301,7445,30534
ZCTA5 30535,2991,2141,1683,30535
ZCTA5 30536,3566,2631,1931,30536
ZCTA5 30537,812,426,376,30537
ZCTA5 30538,1325,802,599,30538
ZCTA5 30539,81,29,11,30539
ZCTA5 30540,8285,6095,4997,30540
ZCTA5 30541,858,695,467,30541
ZCTA5 30542,13654,10396,8362,30542
ZCTA5 30543,1856,1488,1239,30543
ZCTA5 30545,312,218,196,30545
ZCTA5 30546,3957,2652,2147,30546
ZCTA5 30547,1360,973,734,30547
ZCTA5 30548,9165,7455,6117,30548
ZCTA5 30549,10616,8484,7364,30549
ZCTA5 30552,918,620,585,30552
ZCTA5 30553,3470,2483,2029,30553
ZCTA5 30554,3227,2399,1917,30554
ZCTA5 30555,1372,781,555,30555
ZCTA5 30557,1862,1244,916,30557
ZCTA5 30558,1819,1477,1066,30558
ZCTA5 30559,2084,1436,1151,30559
ZCTA5 30560,2055,1513,1265,30560
ZCTA5 30562,338,191,135,30562
ZCTA5 30563,2194,1720,1450,30563
ZCTA5 30564,1951,1557,1150,30564
ZCTA5 30565,1651,1176,925,30565
ZCTA5 30566,3750,2350,1446,30566
ZCTA5 30567,1640,1415,1083,30567
ZCTA5 30568,822,581,424,30568
ZCTA5 30571,1670,1313,1060,30571
ZCTA5 30572,473,357,331,30572
ZCTA5 30573,107,26,21,30573
ZCTA5 30575,513,338,271,30575
ZCTA5 30576,1267,927,801,30576
ZCTA5 30577,8780,5660,3646,30577
ZCTA5 30581,6,6,0,30581
ZCTA5 30582,2203,1396,1212,30582
ZCTA5 30597,0,0,0,30597
ZCTA5 30598,16,0,0,30598
ZCTA5 30601,11346,4586,2126,30601
ZCTA5 30602,0,0,0,30602
ZCTA5 30605,17554,7483,4724,30605
ZCTA5 30606,21598,9976,7095,30606
ZCTA5 30607,4270,2795,2060,30607
ZCTA5 30609,0,0,0,30609
ZCTA5 30619,707,545,441,30619
ZCTA5 30620,5568,4666,3316,30620
ZCTA5 30621,2105,1858,1597,30621
ZCTA5 30622,4096,3438,2898,30622
ZCTA5 30623,34,29,29,30623
ZCTA5 30624,1445,879,661,30624
ZCTA5 30625,1095,850,761,30625
ZCTA5 30627,780,568,434,30627
ZCTA5 30628,2189,1573,1159,30628
ZCTA5 30629,1740,1056,843,30629
ZCTA5 30630,1001,609,421,30630
ZCTA5 30631,667,472,249,30631
ZCTA5 30633,3175,1991,1474,30633
ZCTA5 30634,768,523,391,30634
ZCTA5 30635,6663,4284,2986,30635
ZCTA5 30639,4,4,4,30639
ZCTA5 30641,719,455,421,30641
ZCTA5 30642,6451,4628,3604,30642
ZCTA5 30643,7232,4724,3503,30643
ZCTA5 30646,3368,2713,1794,30646
ZCTA5 30648,1067,874,632,30648
ZCTA5 30650,5495,3723,2994,30650
ZCTA5 30655,10330,7522,4895,30655
ZCTA5 30656,6482,4848,3933,30656
ZCTA5 30660,411,338,281,30660
ZCTA5 30662,2996,1908,1353,30662
ZCTA5 30663,1341,1117,856,30663
ZCTA5 30664,2,0,0,30664
ZCTA5 30665,57,20,16,30665
ZCTA5 30666,3554,3189,2194,30666
ZCTA5 30667,351,230,217,30667
ZCTA5 30668,891,672,467,30668
ZCTA5 30669,1011,767,510,30669
ZCTA5 30673,2936,1537,1059,30673
ZCTA5 30677,7759,6390,5417,30677
ZCTA5 30678,534,325,239,30678
ZCTA5 30680,17115,12226,9115,30680
ZCTA5 30683,2756,2188,1414,30683
ZCTA5 30701,15897,11342,8294,30701
ZCTA5 30705,12498,9761,6967,30705
ZCTA5 30707,6321,4793,3702,30707
ZCTA5 30708,102,89,62,30708
ZCTA5 30710,2605,2153,1587,30710
ZCTA5 30711,1337,941,658,30711
ZCTA5 30720,9707,6659,4740,30720
ZCTA5 30721,18934,13515,8769,30721
ZCTA5 30724,9,0,0,30724
ZCTA5 30725,1964,1362,1100,30725
ZCTA5 30726,0,0,0,30726
ZCTA5 30728,7357,4941,3774,30728
ZCTA5 30730,696,545,418,30730
ZCTA5 30731,1080,631,408,30731
ZCTA5 30733,978,672,476,30733
ZCTA5 30734,1094,764,598,30734
ZCTA5 30735,2074,1750,1279,30735
ZCTA5 30736,16777,12633,9971,30736
ZCTA5 30738,1398,1016,870,30738
ZCTA5 30739,2046,1701,1491,30739
ZCTA5 30740,3067,2231,2011,30740
ZCTA5 30741,12337,7810,5070,30741
ZCTA5 30742,3321,2056,1499,30742
ZCTA5 30746,469,379,333,30746
ZCTA5 30747,5992,3557,2232,30747
ZCTA5 30750,1285,1006,873,30750
ZCTA5 30751,116,101,80,30751
ZCTA5 30752,3684,2519,2009,30752
ZCTA5 30753,2298,1780,1302,30753
ZCTA5 30755,3660,2638,1848,30755
ZCTA5 30756,0,0,0,30756
ZCTA5 30757,663,454,402,30757
ZCTA5 30802,2262,1631,1352,30802
ZCTA5 30803,300,250,202,30803
ZCTA5 30805,915,610,436,30805
ZCTA5 30807,64,47,37,30807
ZCTA5 30808,1511,1023,714,30808
ZCTA5 30809,17620,14076,11639,30809
ZCTA5 30810,785,545,423,30810
ZCTA5 30812,0,0,0,30812
ZCTA5 30813,16964,12351,8856,30813
ZCTA5 30814,3864,2703,1899,30814
ZCTA5 30815,14284,10085,5809,30815
ZCTA5 30816,934,620,448,30816
ZCTA5 30817,2883,2159,1524,30817
ZCTA5 30818,142,79,79,30818
ZCTA5 30820,425,254,200,30820
ZCTA5 30821,475,349,227,30821
ZCTA5 30822,0,0,0,30822
ZCTA5 30823,683,472,367,30823
ZCTA5 30824,6573,4603,2950,30824
ZCTA5 30828,1322,816,452,30828
ZCTA5 30830,5360,4000,2319,30830
ZCTA5 30833,1440,929,533,30833
ZCTA5 30901,7147,3064,769,30901
ZCTA5 30904,9737,5071,2896,30904
ZCTA5 30905,841,665,507,30905
ZCTA5 30906,21065,13608,6284,30906
ZCTA5 30907,18334,11768,8773,30907
ZCTA5 30909,20040,10597,6468,30909
ZCTA5 30912,0,0,0,30912
ZCTA5 31001,964,703,482,31001
ZCTA5 31002,1123,723,539,31002
ZCTA5 31003,97,39,34,31003
ZCTA5 31004,0,0,0,31004
ZCTA5 31005,7394,6225,4492,31005
ZCTA5 31006,1508,973,522,31006
ZCTA5 31007,399,309,200,31007
ZCTA5 31008,8537,6483,4936,31008
ZCTA5 31009,496,351,258,31009
ZCTA5 31011,188,140,111,31011
ZCTA5 31012,553,374,255,31012
ZCTA5 31014,4583,3398,2251,31014
ZCTA5 31015,7492,4969,2884,31015
ZCTA5 31016,689,462,359,31016
ZCTA5 31017,670,378,344,31017
ZCTA5 31018,524,345,129,31018
ZCTA5 31019,1118,805,601,31019
ZCTA5 31020,587,461,407,31020
ZCTA5 31021,10961,7157,4546,31021
ZCTA5 31022,651,498,414,31022
ZCTA5 31023,5216,3402,2471,31023
ZCTA5 31024,9877,6437,5030,31024
ZCTA5 31025,514,409,371,31025
ZCTA5 31027,3820,2587,1457,31027
ZCTA5 31028,2371,1650,1303,31028
ZCTA5 31029,6599,4802,4016,31029
ZCTA5 31030,6168,3810,2280,31030
ZCTA5 31031,2568,1751,1030,31031
ZCTA5 31032,5520,3976,3287,31032
ZCTA5 31033,980,643,534,31033
ZCTA5 31034,5,5,5,31034
ZCTA5 31035,531,365,258,31035
ZCTA5 31036,3988,2480,1766,31036
ZCTA5 31037,914,670,488,31037
ZCTA5 31038,293,185,133,31038
ZCTA5 31039,29,29,29,31039
ZCTA5 31041,334,232,96,31041
ZCTA5 31042,722,321,146,31042
ZCTA5 31044,1143,548,392,31044
ZCTA5 31045,28,9,0,31045
ZCTA5 31046,1249,861,782,31046
ZCTA5 31047,7040,5886,4890,31047
ZCTA5 31049,578,417,312,31049
ZCTA5 31050,464,364,321,31050
ZCTA5 31051,53,45,9,31051
ZCTA5 31052,3023,2319,1853,31052
ZCTA5 31054,518,345,281,31054
ZCTA5 31055,1428,893,452,31055
ZCTA5 31057,757,394,243,31057
ZCTA5 31058,841,586,389,31058
ZCTA5 31060,718,557,306,31060
ZCTA5 31061,15846,9403,5835,31061
ZCTA5 31062,0,0,0,31062
ZCTA5 31063,1678,978,601,31063
ZCTA5 31064,3936,2859,1984,31064
ZCTA5 31065,432,307,253,31065
ZCTA5 31066,315,183,144,31066
ZCTA5 31067,73,52,50,31067
ZCTA5 31068,1191,709,298,31068
ZCTA5 31069,9217,5951,4279,31069
ZCTA5 31070,369,263,158,31070
ZCTA5 31071,375,218,119,31071
ZCTA5 31072,420,318,228,31072
ZCTA5 31075,887,676,586,31075
ZCTA5 31076,1206,737,485,31076
ZCTA5 31077,391,250,123,31077
ZCTA5 31078,1224,789,570,31078
ZCTA5 31079,975,601,430,31079
ZCTA5 31081,92,75,75,31081
ZCTA5 31082,3980,2500,1541,31082
ZCTA5 31083,47,33,22,31083
ZCTA5 31084,0,0,0,31084
ZCTA5 31085,473,297,158,31085
ZCTA5 31087,3048,1953,1366,31087
ZCTA5 31088,22018,15150,10217,31088
ZCTA5 31089,1671,1235,638,31089
ZCTA5 31090,247,184,131,31090
ZCTA5 31091,936,603,459,31091
ZCTA5 31092,2301,1554,980,31092
ZCTA5 31093,11549,6757,3313,31093
ZCTA5 31094,379,230,151,31094
ZCTA5 31096,2368,1482,901,31096
ZCTA5 31097,560,403,343,31097
ZCTA5 31098,934,698,426,31098
ZCTA5 31201,3904,1201,370,31201
ZCTA5 31204,12718,6948,2793,31204
ZCTA5 31206,8318,5477,2227,31206
ZCTA5 31207,0,0,0,31207
ZCTA5 31210,13905,8078,6147,31210
ZCTA5 31211,6429,3532,2035,31211
ZCTA5 31213,0,0,0,31213
ZCTA5 31216,5966,4305,3067,31216
ZCTA5 31217,6336,4264,2273,31217
ZCTA5 31220,6065,4361,3128,31220
ZCTA5 31301,1858,1350,773,31301
ZCTA5 31302,3061,2344,1578,31302
ZCTA5 31303,1064,774,701,31303
ZCTA5 31305,2476,1659,961,31305
ZCTA5 31307,537,431,249,31307
ZCTA5 31308,3008,2351,1648,31308
ZCTA5 31309,199,116,65,31309
ZCTA5 31312,8313,7034,5499,31312
ZCTA5 31313,15987,10501,6813,31313
ZCTA5 31314,0,0,0,31314
ZCTA5 31315,2186,1780,1431,31315
ZCTA5 31316,4664,3552,2502,31316
ZCTA5 31318,189,162,88,31318
ZCTA5 31320,3993,2646,1821,31320
ZCTA5 31321,2892,2147,1482,31321
ZCTA5 31322,12279,7770,5701,31322
ZCTA5 31323,664,455,327,31323
ZCTA5 31324,12636,10279,8080,31324
ZCTA5 31326,9150,6168,5065,31326
ZCTA5 31327,0,0,0,31327
ZCTA5 31328,1575,1165,1003,31328
ZCTA5 31329,3500,2275,1625,31329
ZCTA5 31331,2547,1731,1364,31331
ZCTA5 31333,86,0,0,31333
ZCTA5 31401,8459,2955,1463,31401
ZCTA5 31404,12476,6680,3155,31404
ZCTA5 31405,15185,9428,5952,31405
ZCTA5 31406,14192,8190,5418,31406
ZCTA5 31407,10081,6128,4613,31407
ZCTA5 31408,4063,2267,937,31408
ZCTA5 31409,0,0,0,31409
ZCTA5 31410,9367,6527,5495,31410
ZCTA5 31411,4418,3252,3046,31411
ZCTA5 31415,3988,2266,659,31415
ZCTA5 31419,22651,13572,9299,31419
ZCTA5 31421,8,8,8,31421
ZCTA5 31501,5501,2935,1577,31501
ZCTA5 31503,7570,4865,3314,31503
ZCTA5 31510,3632,2441,1708,31510
ZCTA5 31512,719,581,498,31512
ZCTA5 31513,6370,4356,3274,31513
ZCTA5 31516,5999,4245,3337,31516
ZCTA5 31518,251,174,140,31518
ZCTA5 31519,1353,945,674,31519
ZCTA5 31520,8968,4979,2111,31520
ZCTA5 31522,8574,5725,5202,31522
ZCTA5 31523,5666,4493,3475,31523
ZCTA5 31524,0,0,0,31524
ZCTA5 31525,11729,7488,5286,31525
ZCTA5 31527,539,244,221,31527
ZCTA5 31532,303,240,210,31532
ZCTA5 31533,6503,4130,2256,31533
ZCTA5 31535,4881,3371,2177,31535
ZCTA5 31537,3496,2308,1403,31537
ZCTA5 31539,5185,3295,2185,31539
ZCTA5 31542,981,555,471,31542
ZCTA5 31543,1823,1173,889,31543
ZCTA5 31544,140,112,81,31544
ZCTA5 31545,5907,3854,2333,31545
ZCTA5 31546,2778,1869,1136,31546
ZCTA5 31547,0,0,0,31547
ZCTA5 31548,9443,6704,5002,31548
ZCTA5 31549,606,434,282,31549
ZCTA5 31550,324,265,181,31550
ZCTA5 31551,396,243,208,31551
ZCTA5 31552,239,206,85,31552
ZCTA5 31553,1875,1351,1068,31553
ZCTA5 31554,1624,1099,667,31554
ZCTA5 31555,999,783,665,31555
ZCTA5 31556,14,5,2,31556
ZCTA5 31557,1328,982,789,31557
ZCTA5 31558,8625,6062,4170,31558
ZCTA5 31560,1187,849,673,31560
ZCTA5 31561,40,40,40,31561
ZCTA5 31562,803,389,287,31562
ZCTA5 31563,492,299,273,31563
ZCTA5 31564,0,0,0,31564
ZCTA5 31565,1006,787,658,31565
ZCTA5 31566,1381,929,631,31566
ZCTA5 31567,453,344,323,31567
ZCTA5 31568,295,241,204,31568
ZCTA5 31569,2214,1490,1075,31569
ZCTA5 31599,0,0,0,31599
ZCTA5 31601,12161,6514,3657,31601
ZCTA5 31602,14481,8084,4845,31602
ZCTA5 31605,9529,6625,5176,31605
ZCTA5 31606,1427,988,722,31606
ZCTA5 31620,3848,2545,1688,31620
ZCTA5 31622,714,468,352,31622
ZCTA5 31623,66,58,43,31623
ZCTA5 31624,657,471,428,31624
ZCTA5 31625,380,290,289,31625
ZCTA5 31626,1315,827,575,31626
ZCTA5 31627,104,77,43,31627
ZCTA5 31629,402,245,213,31629
ZCTA5 31630,306,239,195,31630
ZCTA5 31631,312,231,179,31631
ZCTA5 31632,5810,4352,3514,31632
ZCTA5 31634,1807,1148,854,31634
ZCTA5 31635,2490,1817,1230,31635
ZCTA5 31636,4138,2875,2154,31636
ZCTA5 31637,1236,807,681,31637
ZCTA5 31638,297,259,172,31638
ZCTA5 31639,4222,2883,2197,31639
ZCTA5 31641,578,451,365,31641
ZCTA5 31642,1820,1206,865,31642
ZCTA5 31643,3595,2075,1325,31643
ZCTA5 31645,1708,1394,959,31645
ZCTA5 31647,1120,768,513,31647
ZCTA5 31648,347,266,182,31648
ZCTA5 31649,267,234,214,31649
ZCTA5 31650,1064,773,599,31650
ZCTA5 31698,0,0,0,31698
ZCTA5 31699,0,0,0,31699
ZCTA5 31701,7282,3537,1370,31701
ZCTA5 31704,0,0,0,31704
ZCTA5 31705,10682,6778,2794,31705
ZCTA5 31707,10946,5911,2796,31707
ZCTA5 31709,5945,3175,1868,31709
ZCTA5 31711,319,201,167,31711
ZCTA5 31712,434,354,202,31712
ZCTA5 31714,2444,1267,720,31714
ZCTA5 31716,1003,629,425,31716
ZCTA5 31719,2912,2147,949,31719
ZCTA5 31720,175,86,38,31720
ZCTA5 31721,7794,5677,3581,31721
ZCTA5 31722,174,135,77,31722
ZCTA5 31727,0,0,0,31727
ZCTA5 31730,3468,2093,1097,31730
ZCTA5 31733,537,401,401,31733
ZCTA5 31735,306,185,134,31735
ZCTA5 31738,1074,786,613,31738
ZCTA5 31743,138,113,95,31743
ZCTA5 31744,1196,836,681,31744
ZCTA5 31747,64,57,18,31747
ZCTA5 31749,1056,843,531,31749
ZCTA5 31750,7605,4944,3220,31750
ZCTA5 31753,10,10,0,31753
ZCTA5 31756,625,364,252,31756
ZCTA5 31757,4468,3049,2463,31757
ZCTA5 31763,10632,8081,6095,31763
ZCTA5 31764,842,636,519,31764
ZCTA5 31765,927,662,397,31765
ZCTA5 31768,8528,5411,3091,31768
ZCTA5 31771,2197,1685,856,31771
ZCTA5 31772,204,98,81,31772
ZCTA5 31773,1710,1142,855,31773
ZCTA5 31774,2308,1524,819,31774
ZCTA5 31775,958,771,530,31775
ZCTA5 31778,996,721,633,31778
ZCTA5 31779,2949,1665,1172,31779
ZCTA5 31780,695,471,302,31780
ZCTA5 31781,619,498,380,31781
ZCTA5 31783,650,459,449,31783
