NAME,B25003_001E,B25003_002E,B25003_003E,zip code tabulation area
ZCTA5 21758,1588,1341,247,21758
ZCTA5 21762,50,50,0,21762
ZCTA5 21766,342,238,104,21766
ZCTA5 21767,541,313,228,21767
ZCTA5 21769,4146,3608,538,21769
ZCTA5 21770,2622,2590,32,21770
ZCTA5 21771,11226,10554,672,21771
ZCTA5 21773,1997,1870,127,21773
ZCTA5 21774,5647,5282,365,21774
ZCTA5 21776,2346,2186,160,21776
ZCTA5 21777,817,797,20,21777
ZCTA5 21778,332,270,62,21778
ZCTA5 21779,462,306,156,21779
ZCTA5 21780,781,570,211,21780
ZCTA5 21781,0,0,0,21781
ZCTA5 21782,1522,1307,215,21782
ZCTA5 21783,3632,2969,663,21783
ZCTA5 21784,13416,11711,1705,21784
ZCTA5 21787,4431,3472,959,21787
ZCTA5 21788,4649,3816,833,21788
ZCTA5 21790,35,0,35,21790
ZCTA5 21791,1968,1608,360,21791
ZCTA5 21793,3890,3427,463,21793
ZCTA5 21794,660,657,3,21794
ZCTA5 21795,3935,2676,1259,21795
ZCTA5 21797,2849,2612,237,21797
ZCTA5 21798,929,737,192,21798
ZCTA5 21801,11348,6601,4747,21801
ZCTA5 21804,15707,8078,7629,21804
ZCTA5 21810,21,21,0,21810
ZCTA5 21811,10749,8955,1794,21811
ZCTA5 21813,1297,1045,252,21813
ZCTA5 21814,126,126,0,21814
ZCTA5 21817,1925,1407,518,21817
ZCTA5 21821,375,312,63,21821
ZCTA5 21822,1108,910,198,21822
ZCTA5 21824,123,93,30,21824
ZCTA5 21826,1909,1259,650,21826
ZCTA5 21829,199,187,12,21829
ZCTA5 21830,1805,1579,226,21830
ZCTA5 21835,184,132,52,21835
ZCTA5 21837,1123,979,144,21837
ZCTA5 21838,715,661,54,21838
ZCTA5 21840,179,122,57,21840
ZCTA5 21841,340,232,108,21841
ZCTA5 21842,5751,4373,1378,21842
ZCTA5 21849,1402,1067,335,21849
ZCTA5 21850,1609,1421,188,21850
ZCTA5 21851,3252,2105,1147,21851
ZCTA5 21853,3599,2322,1277,21853
ZCTA5 21856,377,304,73,21856
ZCTA5 21861,373,321,52,21861
ZCTA5 21862,15,0,15,21862
ZCTA5 21863,2113,1504,609,21863
ZCTA5 21864,275,250,25,21864
ZCTA5 21865,139,139,0,21865
ZCTA5 21866,53,53,0,21866
ZCTA5 21867,24,24,0,21867
ZCTA5 21869,308,262,46,21869
ZCTA5 21871,814,688,126,21871
ZCTA5 21872,270,264,6,21872
ZCTA5 21874,666,549,117,21874
ZCTA5 21875,3173,2173,1000,21875
ZCTA5 21890,0,0,0,21890
ZCTA5 21901,7510,5491,2019,21901
ZCTA5 21902,66,0,66,21902
ZCTA5 21903,2383,1786,597,21903
ZCTA5 21904,2269,2019,250,21904
ZCTA5 21911,3953,3184,769,21911
ZCTA5 21912,696,606,90,21912
ZCTA5 21913,367,222,145,21913
ZCTA5 21914,332,267,65,21914
ZCTA5 21915,1217,964,253,21915
ZCTA5 21917,818,769,49,21917
ZCTA5 21918,1775,1572,203,21918
ZCTA5 21919,1450,1303,147,21919
ZCTA5 21920,436,285,151,21920
ZCTA5 21921,17316,12082,5234,21921
ZCTA5 21930,7,7,0,21930
ZCTA5 22003,18962,13523,5439,22003
ZCTA5 22015,14615,12428,2187,22015
ZCTA5 22025,6474,5631,843,22025
ZCTA5 22026,6760,4845,1915,22026
ZCTA5 22027,636,627,9,22027
ZCTA5 22030,21143,12242,8901,22030
ZCTA5 22031,14825,7180,7645,22031
ZCTA5 22032,9796,8510,1286,22032
ZCTA5 22033,15840,10093,5747,22033
ZCTA5 22035,0,0,0,22035
ZCTA5 22039,5927,5687,240,22039
ZCTA5 22041,11132,5930,5202,22041
ZCTA5 22042,12287,8236,4051,22042
ZCTA5 22043,9927,6095,3832,22043
ZCTA5 22044,5442,2718,2724,22044
ZCTA5 22046,7217,4496,2721,22046
ZCTA5 22060,2893,270,2623,22060
ZCTA5 22066,5678,5413,265,22066
ZCTA5 22079,11618,8814,2804,22079
ZCTA5 22101,11014,9231,1783,22101
ZCTA5 22102,13541,6526,7015,22102
ZCTA5 22124,6743,5922,821,22124
ZCTA5 22125,388,287,101,22125
ZCTA5 22134,1469,50,1419,22134
ZCTA5 22150,9373,5942,3431,22150
ZCTA5 22151,5506,4791,715,22151
ZCTA5 22152,9443,8100,1343,22152
ZCTA5 22153,10971,9834,1137,22153
ZCTA5 22172,3662,2405,1257,22172
ZCTA5 22180,9831,6846,2985,22180
ZCTA5 22181,5499,4523,976,22181
ZCTA5 22182,9903,7045,2858,22182
ZCTA5 22191,25284,14438,10846,22191
ZCTA5 22192,20811,15997,4814,22192
ZCTA5 22193,24383,19725,4658,22193
ZCTA5 22201,19736,6387,13349,22201
ZCTA5 22202,16120,3380,12740,22202
ZCTA5 22203,13781,4031,9750,22203
ZCTA5 22204,22546,9074,13472,22204
ZCTA5 22205,6765,5281,1484,22205
ZCTA5 22206,10985,5040,5945,22206
ZCTA5 22207,12231,9657,2574,22207
ZCTA5 22209,8600,2462,6138,22209
ZCTA5 22211,27,0,27,22211
ZCTA5 22213,1680,1126,554,22213
ZCTA5 22214,0,0,0,22214
ZCTA5 22301,5988,3363,2625,22301
ZCTA5 22302,8834,4808,4026,22302
ZCTA5 22303,8273,4064,4209,22303
ZCTA5 22304,23348,9551,13797,22304
ZCTA5 22305,7681,2658,5023,22305
ZCTA5 22306,10655,5370,5285,22306
ZCTA5 22307,4560,3360,1200,22307
ZCTA5 22308,4835,4533,302,22308
ZCTA5 22309,12452,8024,4428,22309
ZCTA5 22310,10720,8370,2350,22310
ZCTA5 22311,8429,1561,6868,22311
ZCTA5 22312,10462,5455,5007,22312
ZCTA5 22314,20069,9280,10789,22314
ZCTA5 22315,11539,8791,2748,22315
ZCTA5 22401,11704,4657,7047,22401
ZCTA5 22405,12709,10687,2022,22405
ZCTA5 22406,9838,7506,2332,22406
ZCTA5 22407,22974,17594,5380,22407
ZCTA5 22408,12186,9496,2690,22408
ZCTA5 22427,1486,889,597,22427
ZCTA5 22432,138,88,50,22432
ZCTA5 22433,80,80,0,22433
ZCTA5 22435,980,846,134,22435
ZCTA5 22436,375,368,7,22436
ZCTA5 22437,200,138,62,22437
ZCTA5 22438,82,74,8,22438
ZCTA5 22443,4187,3311,876,22443
ZCTA5 22448,252,0,252,22448
ZCTA5 22454,981,731,250,22454
ZCTA5 22460,843,677,166,22460
ZCTA5 22469,902,740,162,22469
ZCTA5 22472,0,0,0,22472
ZCTA5 22473,2372,2085,287,22473
ZCTA5 22476,100,94,6,22476
ZCTA5 22480,553,324,229,22480
ZCTA5 22482,1728,1204,524,22482
ZCTA5 22485,9881,7720,2161,22485
ZCTA5 22488,643,487,156,22488
ZCTA5 22503,2058,1857,201,22503
ZCTA5 22504,122,94,28,22504
ZCTA5 22508,6124,5692,432,22508
ZCTA5 22509,53,53,0,22509
ZCTA5 22511,509,418,91,22511
ZCTA5 22514,1041,780,261,22514
ZCTA5 22520,2079,1733,346,22520
ZCTA5 22529,73,73,0,22529
ZCTA5 22534,1098,938,160,22534
ZCTA5 22535,199,181,18,22535
ZCTA5 22538,129,129,0,22538
ZCTA5 22539,1054,986,68,22539
ZCTA5 22542,849,783,66,22542
ZCTA5 22546,6744,5789,955,22546
ZCTA5 22548,115,115,0,22548
ZCTA5 22551,8442,7410,1032,22551
ZCTA5 22553,5846,4733,1113,22553
ZCTA5 22554,20197,16220,3977,22554
ZCTA5 22556,9665,7791,1874,22556
ZCTA5 22560,2709,1783,926,22560
ZCTA5 22567,911,808,103,22567
ZCTA5 22572,2414,1690,724,22572
ZCTA5 22576,753,717,36,22576
ZCTA5 22578,1266,1044,222,22578
ZCTA5 22580,1951,1705,246,22580
ZCTA5 22601,12123,5307,6816,22601
ZCTA5 22602,11510,9291,2219,22602
ZCTA5 22603,6859,5167,1692,22603
ZCTA5 22610,764,691,73,22610
ZCTA5 22611,3452,2647,805,22611
ZCTA5 22620,1161,969,192,22620
ZCTA5 22623,209,137,72,22623
ZCTA5 22624,1010,901,109,22624
ZCTA5 22625,1349,1236,113,22625
ZCTA5 22627,317,228,89,22627
ZCTA5 22630,13368,9877,3491,22630
ZCTA5 22637,822,541,281,22637
ZCTA5 22639,275,248,27,22639
ZCTA5 22640,203,126,77,22640
ZCTA5 22641,86,68,18,22641
ZCTA5 22642,1520,1369,151,22642
ZCTA5 22643,71,52,19,22643
ZCTA5 22644,1006,979,27,22644
ZCTA5 22645,1828,1470,358,22645
ZCTA5 22646,0,0,0,22646
ZCTA5 22650,401,387,14,22650
ZCTA5 22652,546,415,131,22652
ZCTA5 22654,445,422,23,22654
ZCTA5 22655,8375,6530,1845,22655
ZCTA5 22656,2010,1711,299,22656
ZCTA5 22657,4866,3803,1063,22657
ZCTA5 22660,633,484,149,22660
ZCTA5 22663,545,485,60,22663
ZCTA5 22664,3493,1929,1564,22664
ZCTA5 22701,13457,9245,4212,22701
ZCTA5 22709,372,320,52,22709
ZCTA5 22711,35,26,9,22711
ZCTA5 22712,3006,2469,537,22712
ZCTA5 22713,597,553,44,22713
ZCTA5 22714,414,336,78,22714
ZCTA5 22715,556,534,22,22715
ZCTA5 22716,541,541,0,22716
ZCTA5 22718,363,253,110,22718
ZCTA5 22719,133,60,73,22719
ZCTA5 22720,428,377,51,22720
ZCTA5 22722,153,153,0,22722
ZCTA5 22723,28,28,0,22723
ZCTA5 22724,880,795,85,22724
ZCTA5 22725,31,31,0,22725
ZCTA5 22726,227,189,38,22726
ZCTA5 22727,2310,1671,639,22727
ZCTA5 22728,1252,1066,186,22728
ZCTA5 22729,23,23,0,22729
ZCTA5 22730,109,88,21,22730
ZCTA5 22731,35,23,12,22731
ZCTA5 22732,114,86,28,22732
ZCTA5 22733,603,442,161,22733
ZCTA5 22734,1519,858,661,22734
ZCTA5 22735,712,611,101,22735
ZCTA5 22736,266,239,27,22736
ZCTA5 22737,1221,1177,44,22737
ZCTA5 22738,371,355,16,22738
ZCTA5 22740,533,346,187,22740
ZCTA5 22741,158,118,40,22741
ZCTA5 22742,581,491,90,22742
ZCTA5 22743,156,124,32,22743
ZCTA5 22746,128,128,0,22746
ZCTA5 22747,405,273,132,22747
ZCTA5 22749,156,104,52,22749
ZCTA5 22801,15084,6949,8135,22801
ZCTA5 22802,11303,6215,5088,22802
ZCTA5 22807,2,0,2,22807
ZCTA5 22810,311,302,9,22810
ZCTA5 22811,137,99,38,22811
ZCTA5 22812,3482,2473,1009,22812
ZCTA5 22815,3474,2489,985,22815
ZCTA5 22820,56,56,0,22820
ZCTA5 22821,2404,1833,571,22821
ZCTA5 22824,2616,1990,626,22824
ZCTA5 22827,4541,3467,1074,22827
ZCTA5 22830,821,671,150,22830
ZCTA5 22831,140,122,18,22831
ZCTA5 22832,429,351,78,22832
ZCTA5 22834,393,326,67,22834
ZCTA5 22835,5161,3635,1526,22835
ZCTA5 22840,2098,1793,305,22840
ZCTA5 22841,1249,1079,170,22841
ZCTA5 22842,2152,1690,462,22842
ZCTA5 22843,928,760,168,22843
ZCTA5 22844,2052,1326,726,22844
ZCTA5 22845,48,48,0,22845
ZCTA5 22846,511,453,58,22846
ZCTA5 22847,335,293,42,22847
ZCTA5 22849,1925,1473,452,22849
ZCTA5 22850,406,330,76,22850
ZCTA5 22851,2257,1516,741,22851
ZCTA5 22853,1740,1219,521,22853
ZCTA5 22901,16684,9473,7211,22901
ZCTA5 22902,11291,6008,5283,22902
ZCTA5 22903,16287,6869,9418,22903
ZCTA5 22904,36,0,36,22904
ZCTA5 22908,0,0,0,22908
ZCTA5 22911,7996,5406,2590,22911
ZCTA5 22920,1667,1364,303,22920
ZCTA5 22922,867,759,108,22922
ZCTA5 22923,2441,1826,615,22923
ZCTA5 22931,50,34,16,22931
ZCTA5 22932,3664,2976,688,22932
ZCTA5 22935,245,230,15,22935
ZCTA5 22936,2531,2293,238,22936
ZCTA5 22937,655,496,159,22937
ZCTA5 22938,348,298,50,22938
ZCTA5 22939,2866,1958,908,22939
ZCTA5 22940,310,271,39,22940
ZCTA5 22942,4428,3342,1086,22942
ZCTA5 22943,206,113,93,22943
ZCTA5 22946,61,61,0,22946
ZCTA5 22947,2162,1834,328,22947
ZCTA5 22948,75,56,19,22948
ZCTA5 22949,584,421,163,22949
ZCTA5 22952,692,646,46,22952
ZCTA5 22957,0,0,0,22957
ZCTA5 22958,1237,1015,222,22958
ZCTA5 22959,745,625,120,22959
ZCTA5 22960,4481,2986,1495,22960
ZCTA5 22963,6594,6182,412,22963
ZCTA5 22964,71,37,34,22964
ZCTA5 22967,816,661,155,22967
ZCTA5 22968,4126,3503,623,22968
ZCTA5 22969,521,407,114,22969
ZCTA5 22971,866,673,193,22971
ZCTA5 22972,113,113,0,22972
ZCTA5 22973,2603,2090,513,22973
ZCTA5 22974,1381,1244,137,22974
ZCTA5 22976,84,68,16,22976
ZCTA5 22980,14013,9646,4367,22980
ZCTA5 22989,13,0,13,22989
ZCTA5 23002,4381,3591,790,23002
ZCTA5 23004,353,310,43,23004
ZCTA5 23005,7425,5404,2021,23005
ZCTA5 23009,3099,2786,313,23009
ZCTA5 23011,359,350,9,23011
ZCTA5 23015,1784,1564,220,23015
ZCTA5 23021,8,8,0,23021
ZCTA5 23022,371,303,68,23022
ZCTA5 23023,132,83,49,23023
ZCTA5 23024,4324,3748,576,23024
ZCTA5 23025,375,312,63,23025
ZCTA5 23027,470,432,38,23027
ZCTA5 23030,1972,1684,288,23030
ZCTA5 23032,47,47,0,23032
ZCTA5 23035,727,603,124,23035
ZCTA5 23038,633,603,30,23038
ZCTA5 23039,380,371,9,23039
ZCTA5 23040,2087,1457,630,23040
ZCTA5 23043,739,657,82,23043
ZCTA5 23045,14,14,0,23045
ZCTA5 23047,626,529,97,23047
ZCTA5 23050,243,235,8,23050
ZCTA5 23055,471,193,278,23055
ZCTA5 23056,60,60,0,23056
ZCTA5 23059,15784,12368,3416,23059
ZCTA5 23060,14564,11226,3338,23060
ZCTA5 23061,9043,7880,1163,23061
ZCTA5 23062,801,401,400,23062
ZCTA5 23063,1875,1482,393,23063
ZCTA5 23065,601,496,105,23065
ZCTA5 23066,230,121,109,23066
ZCTA5 23068,209,209,0,23068
ZCTA5 23069,1241,1124,117,23069
ZCTA5 23070,318,309,9,23070
ZCTA5 23071,844,807,37,23071
ZCTA5 23072,5034,3673,1361,23072
ZCTA5 23075,3805,2463,1342,23075
ZCTA5 23076,284,245,39,23076
ZCTA5 23079,161,139,22,23079
ZCTA5 23081,0,0,0,23081
ZCTA5 23083,806,648,158,23083
ZCTA5 23084,770,598,172,23084
ZCTA5 23085,163,136,27,23085
ZCTA5 23086,1445,1346,99,23086
ZCTA5 23089,2117,1897,220,23089
ZCTA5 23091,243,196,47,23091
ZCTA5 23092,296,253,43,23092
ZCTA5 23093,5721,4438,1283,23093
ZCTA5 23102,1249,1163,86,23102
ZCTA5 23103,2923,2811,112,23103
ZCTA5 23106,414,397,17,23106
ZCTA5 23108,9,9,0,23108
ZCTA5 23109,971,754,217,23109
ZCTA5 23110,401,309,92,23110
ZCTA5 23111,15317,11729,3588,23111
ZCTA5 23112,21461,17288,4173,23112
ZCTA5 23113,10407,8317,2090,23113
ZCTA5 23114,8657,6574,2083,23114
ZCTA5 23116,12236,11107,1129,23116
ZCTA5 23117,4079,3659,420,23117
ZCTA5 23119,119,119,0,23119
ZCTA5 23120,5532,5309,223,23120
ZCTA5 23123,751,445,306,23123
ZCTA5 23124,1863,1822,41,23124
ZCTA5 23126,183,159,24,23126
ZCTA5 23128,168,154,14,23128
ZCTA5 23129,141,134,7,23129
ZCTA5 23130,71,71,0,23130
ZCTA5 23138,493,442,51,23138
ZCTA5 23139,10247,9540,707,23139
ZCTA5 23140,2920,2631,289,23140
ZCTA5 23141,3082,2775,307,23141
ZCTA5 23146,1288,1205,83,23146
ZCTA5 23147,8,8,0,23147
ZCTA5 23148,623,393,230,23148
ZCTA5 23149,911,682,229,23149
ZCTA5 23150,5266,3968,1298,23150
ZCTA5 23153,580,489,91,23153
ZCTA5 23156,565,463,102,23156
ZCTA5 23160,0,0,0,23160
ZCTA5 23161,141,112,29,23161
ZCTA5 23163,34,23,11,23163
ZCTA5 23168,3375,2852,523,23168
ZCTA5 23169,487,443,44,23169
ZCTA5 23173,0,0,0,23173
ZCTA5 23175,957,802,155,23175
ZCTA5 23176,287,210,77,23176
ZCTA5 23177,329,261,68,23177
ZCTA5 23180,189,174,15,23180
ZCTA5 23181,2304,1921,383,23181
ZCTA5 23185,20134,14440,5694,23185
ZCTA5 23188,18947,13915,5032,23188
ZCTA5 23192,2299,1943,356,23192
ZCTA5 23219,3047,258,2789,23219
ZCTA5 23220,15564,5222,10342,23220
ZCTA5 23221,7656,3973,3683,23221
ZCTA5 23222,10488,6047,4441,23222
ZCTA5 23223,24774,10844,13930,23223
ZCTA5 23224,17633,6421,11212,23224
ZCTA5 23225,19412,9271,10141,23225
ZCTA5 23226,7286,5407,1879,23226
ZCTA5 23227,11784,6473,5311,23227
ZCTA5 23228,15922,8253,7669,23228
ZCTA5 23229,13664,9727,3937,23229
ZCTA5 23230,5244,1790,3454,23230
ZCTA5 23231,16528,11073,5455,23231
ZCTA5 23233,12531,8158,4373,23233
ZCTA5 23234,17156,10154,7002,23234
ZCTA5 23235,14116,10131,3985,23235
ZCTA5 23236,10761,9056,1705,23236
ZCTA5 23237,9581,6740,2841,23237
ZCTA5 23238,11173,6608,4565,23238
ZCTA5 23250,0,0,0,23250
ZCTA5 23284,20,0,20,23284
ZCTA5 23294,8390,2998,5392,23294
ZCTA5 23298,0,0,0,23298
ZCTA5 23301,651,436,215,23301
ZCTA5 23302,49,0,49,23302
ZCTA5 23303,170,163,7,23303
ZCTA5 23304,21,13,8,23304
ZCTA5 23306,589,476,113,23306
ZCTA5 23307,309,211,98,23307
ZCTA5 23308,864,610,254,23308
ZCTA5 23310,2362,1504,858,23310
ZCTA5 23314,3903,2792,1111,23314
ZCTA5 23315,701,529,172,23315
ZCTA5 23316,30,30,0,23316
ZCTA5 23320,25741,16605,9136,23320
ZCTA5 23321,14562,11604,2958,23321
ZCTA5 23322,22096,19914,2182,23322
ZCTA5 23323,14631,12243,2388,23323
ZCTA5 23324,9241,4859,4382,23324
ZCTA5 23325,7464,4478,2986,23325
ZCTA5 23336,1737,1366,371,23336
ZCTA5 23337,206,154,52,23337
ZCTA5 23347,179,150,29,23347
ZCTA5 23350,1358,768,590,23350
ZCTA5 23354,213,213,0,23354
ZCTA5 23356,744,719,25,23356
ZCTA5 23357,256,153,103,23357
ZCTA5 23358,94,94,0,23358
ZCTA5 23359,289,265,24,23359
ZCTA5 23389,45,45,0,23389
ZCTA5 23395,276,210,66,23395
ZCTA5 23398,12,0,12,23398
ZCTA5 23401,121,60,61,23401
ZCTA5 23405,573,489,84,23405
ZCTA5 23407,153,85,68,23407
ZCTA5 23408,0,0,0,23408
ZCTA5 23409,42,37,5,23409
ZCTA5 23410,991,639,352,23410
ZCTA5 23413,284,143,141,23413
ZCTA5 23414,5,5,0,23414
ZCTA5 23415,1038,490,548,23415
ZCTA5 23416,96,75,21,23416
ZCTA5 23417,1869,1227,642,23417
ZCTA5 23418,299,206,93,23418
ZCTA5 23420,949,699,250,23420
ZCTA5 23421,1892,1189,703,23421
ZCTA5 23422,101,83,18,23422
ZCTA5 23423,125,94,31,23423
ZCTA5 23426,27,27,0,23426
ZCTA5 23427,92,90,2,23427
ZCTA5 23430,7537,6520,1017,23430
ZCTA5 23432,531,480,51,23432
ZCTA5 23433,517,477,40,23433
ZCTA5 23434,20516,14054,6462,23434
ZCTA5 23435,13165,9051,4114,23435
ZCTA5 23436,375,375,0,23436
ZCTA5 23437,2044,1643,401,23437
ZCTA5 23438,672,648,24,23438
ZCTA5 23440,161,154,7,23440
ZCTA5 23441,0,0,0,23441
ZCTA5 23442,266,253,13,23442
ZCTA5 23451,21741,11424,10317,23451
ZCTA5 23452,22474,14102,8372,23452
ZCTA5 23453,12681,8726,3955,23453
ZCTA5 23454,22862,15288,7574,23454
ZCTA5 23455,20822,12829,7993,23455
ZCTA5 23456,20594,18297,2297,23456
ZCTA5 23457,1695,1472,223,23457
ZCTA5 23459,0,0,0,23459
ZCTA5 23460,0,0,0,23460
ZCTA5 23461,0,0,0,23461
ZCTA5 23462,28527,15327,13200,23462
ZCTA5 23464,28455,19700,8755,23464
ZCTA5 23480,191,157,34,23480
ZCTA5 23486,117,88,29,23486
ZCTA5 23487,2526,2059,467,23487
ZCTA5 23488,58,58,0,23488
ZCTA5 23502,8269,3723,4546,23502
ZCTA5 23503,14160,6707,7453,23503
ZCTA5 23504,8256,3214,5042,23504
ZCTA5 23505,12782,4757,8025,23505
ZCTA5 23507,3336,1613,1723,23507
ZCTA5 23508,6632,3442,3190,23508
ZCTA5 23509,5360,3333,2027,23509
ZCTA5 23510,4720,828,3892,23510
ZCTA5 23511,309,0,309,23511
ZCTA5 23513,11878,6665,5213,23513
ZCTA5 23517,2882,920,1962,23517
ZCTA5 23518,12938,7639,5299,23518
ZCTA5 23523,3310,1113,2197,23523
ZCTA5 23551,133,46,87,23551
ZCTA5 23601,11493,6580,4913,23601
ZCTA5 23602,17668,9412,8256,23602
ZCTA5 23603,1582,944,638,23603
ZCTA5 23604,751,6,745,23604
ZCTA5 23605,6321,2557,3764,23605
ZCTA5 23606,12422,5790,6632,23606
ZCTA5 23607,9271,2831,6440,23607
ZCTA5 23608,17918,8880,9038,23608
ZCTA5 23651,272,0,272,23651
ZCTA5 23661,6299,4384,1915,23661
ZCTA5 23662,4728,4000,728,23662
ZCTA5 23663,5919,3114,2805,23663
ZCTA5 23664,4322,3102,1220,23664
ZCTA5 23665,1542,5,1537,23665
ZCTA5 23666,23511,12431,11080,23666
ZCTA5 23667,0,0,0,23667
ZCTA5 23668,0,0,0,23668
ZCTA5 23669,16222,9665,6557,23669
ZCTA5 23681,0,0,0,23681
ZCTA5 23690,1497,1093,404,23690
ZCTA5 23691,27,0,27,23691
ZCTA5 23692,7651,6041,1610,23692
ZCTA5 23693,9026,6436,2590,23693
ZCTA5 23696,1383,1262,121,23696
ZCTA5 23701,9793,6760,3033,23701
ZCTA5 23702,5133,2369,2764,23702
ZCTA5 23703,10026,7013,3013,23703
ZCTA5 23704,8658,3479,5179,23704
ZCTA5 23707,6654,3723,2931,23707
ZCTA5 23708,3,0,3,23708
ZCTA5 23709,0,0,0,23709
ZCTA5 23801,1290,28,1262,23801
ZCTA5 23803,16767,8572,8195,23803
ZCTA5 23805,8754,5156,3598,23805
ZCTA5 23821,734,541,193,23821
ZCTA5 23824,2803,1852,951,23824
ZCTA5 23827,456,333,123,23827
ZCTA5 23828,216,203,13,23828
ZCTA5 23829,652,426,226,23829
ZCTA5 23830,648,596,52,23830
ZCTA5 23831,15432,11128,4304,23831
ZCTA5 23832,13964,11970,1994,23832
ZCTA5 23833,753,698,55,23833
ZCTA5 23834,10624,7817,2807,23834
ZCTA5 23836,5566,4201,1365,23836
ZCTA5 23837,1803,1263,540,23837
ZCTA5 23838,6393,6129,264,23838
ZCTA5 23839,382,321,61,23839
ZCTA5 23840,653,496,157,23840
ZCTA5 23841,1403,1330,73,23841
ZCTA5 23842,2499,2195,304,23842
ZCTA5 23843,278,249,29,23843
ZCTA5 23844,195,142,53,23844
ZCTA5 23845,154,138,16,23845
ZCTA5 23846,383,338,45,23846
ZCTA5 23847,4897,2612,2285,23847
ZCTA5 23850,513,494,19,23850
ZCTA5 23851,5410,3316,2094,23851
ZCTA5 23856,369,274,95,23856
ZCTA5 23857,187,116,71,23857
ZCTA5 23860,11113,7019,4094,23860
ZCTA5 23866,798,602,196,23866
ZCTA5 23867,967,681,286,23867
ZCTA5 23868,1995,1182,813,23868
ZCTA5 23870,0,0,0,23870
ZCTA5 23872,1037,891,146,23872
ZCTA5 23874,369,293,76,23874
ZCTA5 23875,5000,3668,1332,23875
ZCTA5 23876,187,187,0,23876
ZCTA5 23878,534,496,38,23878
ZCTA5 23879,196,155,41,23879
ZCTA5 23881,1016,818,198,23881
ZCTA5 23882,806,646,160,23882
ZCTA5 23883,735,615,120,23883
ZCTA5 23884,0,0,0,23884
ZCTA5 23885,1280,1126,154,23885
ZCTA5 23887,340,333,7,23887
ZCTA5 23888,1018,658,360,23888
ZCTA5 23889,337,287,50,23889
ZCTA5 23890,1585,1144,441,23890
ZCTA5 23891,0,0,0,23891
ZCTA5 23893,150,140,10,23893
ZCTA5 23894,172,104,68,23894
ZCTA5 23897,274,119,155,23897
ZCTA5 23898,903,655,248,23898
ZCTA5 23899,219,172,47,23899
ZCTA5 23901,5605,3163,2442,23901
ZCTA5 23909,0,0,0,23909
ZCTA5 23915,368,258,110,23915
ZCTA5 23917,1067,968,99,23917
ZCTA5 23919,1134,952,182,23919
ZCTA5 23920,1508,1077,431,23920
ZCTA5 23921,1000,716,284,23921
ZCTA5 23922,815,597,218,23922
ZCTA5 23923,893,631,262,23923
ZCTA5 23924,2610,1715,895,23924
ZCTA5 23927,2191,1664,527,23927
ZCTA5 23930,2289,1537,752,23930
ZCTA5 23934,243,235,8,23934
ZCTA5 23936,2452,1961,491,23936
ZCTA5 23937,736,536,200,23937
ZCTA5 23938,140,126,14,23938
ZCTA5 23942,421,326,95,23942
ZCTA5 23943,0,0,0,23943
ZCTA5 23944,1587,1163,424,23944
ZCTA5 23947,1836,1234,602,23947
ZCTA5 23950,1443,845,598,23950
ZCTA5 23952,48,48,0,23952
ZCTA5 23954,907,562,345,23954
ZCTA5 23955,14,14,0,23955
ZCTA5 23958,1227,954,273,23958
ZCTA5 23959,485,435,50,23959
ZCTA5 23960,891,660,231,23960
ZCTA5 23962,309,250,59,23962
ZCTA5 23963,169,153,16,23963
ZCTA5 23964,418,330,88,23964
ZCTA5 23966,878,514,364,23966
ZCTA5 23967,431,337,94,23967
ZCTA5 23968,338,246,92,23968
ZCTA5 23970,3652,2171,1481,23970
ZCTA5 23974,1525,1004,521,23974
ZCTA5 23976,50,17,33,23976
ZCTA5 24011,577,41,536,24011
ZCTA5 24012,12431,6560,5871,24012
ZCTA5 24013,2726,1191,1535,24013
ZCTA5 24014,7238,5138,2100,24014
ZCTA5 24015,7232,4611,2621,24015
ZCTA5 24016,4994,1064,3930,24016
ZCTA5 24017,9602,5283,4319,24017
ZCTA5 24018,16346,11977,4369,24018
ZCTA5 24019,11952,9028,2924,24019
ZCTA5 24020,0,0,0,24020
ZCTA5 24022,0,0,0,24022
ZCTA5 24053,937,738,199,24053
ZCTA5 24054,2329,1776,553,24054
ZCTA5 24055,5354,4095,1259,24055
ZCTA5 24058,131,122,9,24058
ZCTA5 24059,421,421,0,24059
ZCTA5 24060,19143,8314,10829,24060
ZCTA5 24061,0,0,0,24061
ZCTA5 24064,1790,1610,180,24064
ZCTA5 24065,2843,2273,570,24065
ZCTA5 24066,2052,1771,281,24066
ZCTA5 24067,863,662,201,24067
ZCTA5 24069,675,472,203,24069
ZCTA5 24070,471,471,0,24070
ZCTA5 24072,566,517,49,24072
ZCTA5 24073,13261,8663,4598,24073
ZCTA5 24076,340,275,65,24076
ZCTA5 24077,361,239,122,24077
ZCTA5 24078,2656,1609,1047,24078
ZCTA5 24079,476,346,130,24079
ZCTA5 24082,136,136,0,24082
ZCTA5 24083,1785,1346,439,24083
ZCTA5 24084,4387,3109,1278,24084
ZCTA5 24085,1037,965,72,24085
ZCTA5 24086,89,89,0,24086
ZCTA5 24087,1810,1253,557,24087
ZCTA5 24088,1813,1412,401,24088
ZCTA5 24089,952,742,210,24089
ZCTA5 24090,1760,1528,232,24090
ZCTA5 24091,3424,2875,549,24091
ZCTA5 24092,1206,918,288,24092
ZCTA5 24093,39,33,6,24093
