zcta,zcta_name,state_fips,total_households,income_low_pct,income_medium_pct,income_high_pct,income_very_high_pct,owner_pct,renter_pct,married_household_pct,partial_high_school_pct,high_school_pct,partial_college_pct,bachelors_pct,graduate_degree_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_64_pct,age_65_plus_pct,source_year,source_dataset
76082,ZCTA5 76082,48,7895,0.235972,0.291704,0.211653,0.260671,0.852185,0.147815,0.593414,0.11198,0.362172,0.352697,0.129804,0.043347,0.106461,0.181703,0.197524,0.324515,0.189798,2024,acs/acs5
76084,ZCTA5 76084,48,3842,0.200677,0.287871,0.21265,0.298803,0.877928,0.122072,0.630401,0.129736,0.334478,0.289719,0.166297,0.07977,0.133864,0.240476,0.204587,0.300163,0.12091,2024,acs/acs5
76085,ZCTA5 76085,48,3936,0.191311,0.299289,0.249492,0.259909,0.866616,0.133384,0.683435,0.131723,0.25309,0.411313,0.157332,0.046543,0.081603,0.136108,0.196748,0.335822,0.249719,2024,acs/acs5
76086,ZCTA5 76086,48,9033,0.404738,0.285509,0.184213,0.12554,0.524521,0.475479,0.365327,0.112722,0.304752,0.349542,0.181954,0.05103,0.145721,0.18404,0.173877,0.258344,0.238019,2024,acs/acs5
76087,ZCTA5 76087,48,13449,0.211391,0.238233,0.186408,0.363968,0.843111,0.156889,0.688453,0.063015,0.216315,0.313937,0.277093,0.12964,0.098383,0.128984,0.167015,0.389819,0.215799,2024,acs/acs5
76088,ZCTA5 76088,48,5336,0.237069,0.232571,0.219828,0.310532,0.850262,0.149738,0.70446,0.063793,0.296455,0.351955,0.235123,0.052675,0.09314,0.13438,0.151818,0.384876,0.235785,2024,acs/acs5
76092,ZCTA5 76092,48,9366,0.076981,0.086163,0.080504,0.756353,0.946402,0.053598,0.841555,0.017194,0.067917,0.169263,0.396007,0.349619,0.087299,0.054027,0.164013,0.487069,0.207593,2024,acs/acs5
76093,ZCTA5 76093,48,1385,0.270036,0.434657,0.111913,0.183394,0.849097,0.150903,0.593502,0.072498,0.299842,0.413318,0.08747,0.126872,0.075747,0.178077,0.154042,0.428988,0.163146,2024,acs/acs5
76102,ZCTA5 76102,48,4843,0.325212,0.291968,0.20318,0.179641,0.205658,0.794342,0.175511,0.138883,0.236251,0.239568,0.23593,0.149369,0.173359,0.302317,0.17106,0.231116,0.122148,2024,acs/acs5
76103,ZCTA5 76103,48,5099,0.378113,0.345362,0.168464,0.10806,0.615219,0.384781,0.422436,0.324243,0.300198,0.184032,0.105652,0.085875,0.178749,0.198666,0.161139,0.309027,0.152419,2024,acs/acs5
76104,ZCTA5 76104,48,7998,0.432983,0.38172,0.100525,0.084771,0.369217,0.630783,0.304451,0.255551,0.312081,0.232668,0.127061,0.072638,0.13616,0.248391,0.207361,0.26146,0.146629,2024,acs/acs5
76105,ZCTA5 76105,48,6937,0.519965,0.355053,0.094998,0.029984,0.493297,0.506703,0.366873,0.373489,0.374169,0.201737,0.038293,0.012311,0.181098,0.210787,0.167862,0.282472,0.157781,2024,acs/acs5
76106,ZCTA5 76106,48,10905,0.434938,0.346722,0.127098,0.091243,0.483998,0.516002,0.435305,0.447117,0.330457,0.162965,0.044985,0.014476,0.158953,0.207337,0.207139,0.300892,0.125679,2024,acs/acs5
76107,ZCTA5 76107,48,15944,0.336616,0.228613,0.184584,0.250188,0.440793,0.559207,0.33442,0.081898,0.136239,0.202323,0.350647,0.228893,0.121791,0.248852,0.171547,0.258148,0.199661,2024,acs/acs5
76108,ZCTA5 76108,48,16347,0.258151,0.347954,0.225791,0.168104,0.706062,0.293938,0.547012,0.119594,0.276521,0.335294,0.166639,0.101952,0.117265,0.190551,0.211403,0.302129,0.178653,2024,acs/acs5
76109,ZCTA5 76109,48,9898,0.26965,0.227218,0.116185,0.386947,0.525157,0.474843,0.446353,0.022969,0.088328,0.183689,0.363443,0.34157,0.237629,0.158682,0.154747,0.249975,0.198967,2024,acs/acs5
76110,ZCTA5 76110,48,11221,0.396667,0.268069,0.149898,0.185367,0.623652,0.376348,0.445771,0.308507,0.189648,0.203451,0.203882,0.094512,0.156902,0.228382,0.203006,0.279578,0.132132,2024,acs/acs5
76111,ZCTA5 76111,48,7722,0.380342,0.378399,0.136493,0.104766,0.56734,0.43266,0.469049,0.307594,0.359688,0.16785,0.119304,0.045564,0.135954,0.225179,0.194702,0.308089,0.136077,2024,acs/acs5
76112,ZCTA5 76112,48,17109,0.447542,0.347829,0.116255,0.088375,0.487404,0.512596,0.32217,0.188057,0.328422,0.279284,0.140188,0.064049,0.131544,0.242117,0.156095,0.318037,0.152207,2024,acs/acs5
76114,ZCTA5 76114,48,10006,0.384669,0.343294,0.162203,0.109834,0.53408,0.46592,0.426344,0.227242,0.33851,0.260515,0.116087,0.057647,0.143551,0.217146,0.138016,0.319918,0.181368,2024,acs/acs5
76115,ZCTA5 76115,48,5940,0.481818,0.341582,0.135859,0.040741,0.467845,0.532155,0.487037,0.434101,0.242491,0.141256,0.09598,0.086172,0.153835,0.197925,0.227492,0.304483,0.116265,2024,acs/acs5
76116,ZCTA5 76116,48,22668,0.458929,0.263632,0.140639,0.136801,0.367346,0.632654,0.292306,0.111239,0.252467,0.303788,0.214649,0.117857,0.115553,0.204975,0.184933,0.301714,0.192824,2024,acs/acs5
76117,ZCTA5 76117,48,12530,0.474461,0.298723,0.147406,0.079409,0.49992,0.50008,0.382761,0.29464,0.365851,0.222692,0.092221,0.024595,0.119673,0.192076,0.198915,0.297462,0.191873,2024,acs/acs5
76118,ZCTA5 76118,48,6011,0.231076,0.294127,0.220429,0.254367,0.731326,0.268674,0.560472,0.100759,0.255611,0.357823,0.175844,0.109963,0.1144,0.139568,0.185686,0.39275,0.167596,2024,acs/acs5
76119,ZCTA5 76119,48,15642,0.488109,0.346375,0.113413,0.052103,0.547372,0.452628,0.378532,0.370887,0.321596,0.218053,0.065496,0.023968,0.146037,0.199416,0.190129,0.289153,0.175265,2024,acs/acs5
76120,ZCTA5 76120,48,7868,0.293849,0.32092,0.179715,0.205516,0.528216,0.471784,0.414209,0.079211,0.271082,0.33227,0.213157,0.104279,0.154883,0.236555,0.171681,0.331892,0.104989,2024,acs/acs5
76123,ZCTA5 76123,48,13857,0.192249,0.29025,0.262683,0.254817,0.766688,0.233312,0.555604,0.119014,0.255396,0.262064,0.227731,0.135796,0.145875,0.188001,0.169723,0.352404,0.143997,2024,acs/acs5
76126,ZCTA5 76126,48,10185,0.159647,0.274914,0.204124,0.361316,0.819931,0.180069,0.617869,0.061283,0.170749,0.283155,0.30385,0.180963,0.074899,0.153013,0.225339,0.329673,0.217077,2024,acs/acs5
76127,ZCTA5 76127,48,8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.318624,0.36724,0.281227,0.026926,0.005984,0.223577,0.196283,0.275842,0.288037,0.01626,2024,acs/acs5
76129,ZCTA5 76129,48,0,,,,,,,,0.0,0.0,0.148649,0.689189,0.162162,0.954629,0.038627,0.006744,0.0,0.0,2024,acs/acs5
76131,ZCTA5 76131,48,18761,0.17675,0.261926,0.270295,0.291029,0.732637,0.267363,0.576462,0.08151,0.22181,0.344605,0.233072,0.119003,0.111549,0.233846,0.255393,0.28697,0.112242,2024,acs/acs5
76132,ZCTA5 76132,48,12559,0.37925,0.310694,0.12071,0.189346,0.33044,0.66956,0.29867,0.034141,0.248026,0.25113,0.277212,0.189491,0.143344,0.225254,0.114843,0.277731,0.238828,2024,acs/acs5
76133,ZCTA5 76133,48,18841,0.347062,0.285601,0.194629,0.172708,0.620508,0.379492,0.423863,0.141051,0.249414,0.303523,0.171109,0.134902,0.106003,0.207123,0.184036,0.314865,0.187973,2024,acs/acs5
76134,ZCTA5 76134,48,10144,0.320978,0.401124,0.139787,0.138111,0.597595,0.402405,0.37845,0.17204,0.300794,0.308368,0.140798,0.077999,0.123663,0.256637,0.165007,0.283877,0.170815,2024,acs/acs5
76135,ZCTA5 76135,48,7667,0.328551,0.298944,0.140342,0.232164,0.608974,0.391026,0.479066,0.110524,0.329044,0.356005,0.147059,0.057368,0.133873,0.171023,0.149463,0.32566,0.219981,2024,acs/acs5
76137,ZCTA5 76137,48,23001,0.2026,0.355289,0.223686,0.218425,0.586061,0.413939,0.497761,0.066143,0.245946,0.362383,0.232482,0.093047,0.116485,0.230799,0.201081,0.327183,0.124452,2024,acs/acs5
76140,ZCTA5 76140,48,9921,0.285757,0.337264,0.229211,0.147767,0.683701,0.316299,0.49874,0.211564,0.303482,0.307744,0.120468,0.056742,0.125589,0.215258,0.204257,0.31669,0.138207,2024,acs/acs5
76148,ZCTA5 76148,48,8244,0.214702,0.347162,0.289908,0.148229,0.813804,0.186196,0.563319,0.11381,0.348353,0.311172,0.173311,0.053354,0.07364,0.223242,0.169118,0.326681,0.20732,2024,acs/acs5
76155,ZCTA5 76155,48,3647,0.366877,0.370167,0.185084,0.077872,0.004113,0.995887,0.217713,0.048651,0.104313,0.400255,0.280433,0.166348,0.105813,0.408625,0.272036,0.18693,0.026596,2024,acs/acs5
76164,ZCTA5 76164,48,4497,0.470536,0.391372,0.091839,0.046253,0.60129,0.39871,0.361574,0.439,0.315679,0.179146,0.056706,0.009469,0.102214,0.226473,0.169731,0.313167,0.188414,2024,acs/acs5
76177,ZCTA5 76177,48,9978,0.143816,0.324714,0.233714,0.297755,0.464221,0.535779,0.437964,0.024386,0.146058,0.341015,0.337057,0.151484,0.18935,0.23432,0.195974,0.272252,0.108104,2024,acs/acs5
76179,ZCTA5 76179,48,26504,0.148166,0.309274,0.248529,0.294031,0.79105,0.20895,0.613492,0.068976,0.276801,0.349059,0.204642,0.100521,0.106709,0.205405,0.235911,0.326274,0.125702,2024,acs/acs5
76180,ZCTA5 76180,48,15352,0.244138,0.367118,0.20297,0.185774,0.489382,0.510618,0.455315,0.08323,0.243629,0.32859,0.244683,0.099868,0.11984,0.199556,0.170598,0.297992,0.212014,2024,acs/acs5
76182,ZCTA5 76182,48,11426,0.134605,0.245405,0.245755,0.374234,0.818659,0.181341,0.638106,0.045962,0.210026,0.337997,0.285224,0.12079,0.078752,0.140644,0.155199,0.398241,0.227164,2024,acs/acs5
76201,ZCTA5 76201,48,12571,0.587781,0.21828,0.119243,0.074696,0.189961,0.810039,0.168085,0.051262,0.173532,0.317837,0.25971,0.197659,0.468405,0.223531,0.096003,0.121724,0.090337,2024,acs/acs5
76203,ZCTA5 76203,48,0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2024,acs/acs5
76205,ZCTA5 76205,48,7368,0.383822,0.313518,0.139929,0.162731,0.416802,0.583198,0.385179,0.134155,0.191734,0.259895,0.293476,0.12074,0.252972,0.230314,0.121257,0.263928,0.131528,2024,acs/acs5
76207,ZCTA5 76207,48,8187,0.250275,0.346281,0.225113,0.178332,0.637352,0.362648,0.514352,0.071803,0.154396,0.317175,0.279997,0.176629,0.166687,0.20362,0.114688,0.221541,0.293464,2024,acs/acs5
76208,ZCTA5 76208,48,9572,0.251463,0.299206,0.148349,0.300982,0.667363,0.332637,0.632052,0.108377,0.235144,0.30169,0.232486,0.122303,0.129988,0.19052,0.18511,0.331145,0.163237,2024,acs/acs5
76209,ZCTA5 76209,48,10649,0.345854,0.303221,0.203587,0.147338,0.462297,0.537703,0.392337,0.101019,0.217956,0.30201,0.22699,0.152024,0.197321,0.249182,0.158723,0.256919,0.137855,2024,acs/acs5
76210,ZCTA5 76210,48,17082,0.153495,0.289252,0.210924,0.346329,0.757757,0.242243,0.64407,0.072377,0.187235,0.305193,0.285323,0.149872,0.110948,0.176365,0.181825,0.357869,0.172993,2024,acs/acs5
76225,ZCTA5 76225,48,1419,0.372093,0.206483,0.15081,0.270613,0.800564,0.199436,0.622974,0.087956,0.293185,0.353011,0.154517,0.111331,0.137978,0.126025,0.225068,0.315232,0.195697,2024,acs/acs5
76226,ZCTA5 76226,48,14046,0.063506,0.144027,0.179695,0.612772,0.936281,0.063719,0.819094,0.020385,0.108385,0.215163,0.430292,0.225775,0.071558,0.121079,0.232629,0.415251,0.159483,2024,acs/acs5
76227,ZCTA5 76227,48,22426,0.150272,0.287256,0.2432,0.319272,0.773834,0.226166,0.591189,0.043476,0.186429,0.332694,0.290417,0.146984,0.078491,0.245821,0.24204,0.300035,0.133612,2024,acs/acs5
76228,ZCTA5 76228,48,497,0.323944,0.313883,0.187123,0.17505,0.822938,0.177062,0.627767,0.083429,0.384,0.341714,0.158857,0.032,0.090437,0.14553,0.198545,0.286902,0.278586,2024,acs/acs5
76230,ZCTA5 76230,48,4302,0.36239,0.291492,0.212459,0.133659,0.787773,0.212227,0.549279,0.108135,0.407423,0.312404,0.116088,0.055951,0.09917,0.150955,0.137632,0.351433,0.260809,2024,acs/acs5
76233,ZCTA5 76233,48,1443,0.336798,0.334026,0.097713,0.231462,0.747055,0.252945,0.548857,0.059402,0.304878,0.404013,0.146735,0.084972,0.083964,0.13045,0.214775,0.284685,0.286126,2024,acs/acs5
76234,ZCTA5 76234,48,7544,0.243505,0.284332,0.180011,0.292153,0.788574,0.211426,0.61254,0.107062,0.326659,0.333667,0.150514,0.082099,0.09529,0.137862,0.1782,0.346196,0.242452,2024,acs/acs5
76238,ZCTA5 76238,48,242,0.181818,0.334711,0.144628,0.338843,0.768595,0.231405,0.904959,0.097665,0.305732,0.363057,0.140127,0.093418,0.12939,0.212569,0.079482,0.219963,0.358595,2024,acs/acs5
76239,ZCTA5 76239,48,566,0.289753,0.286219,0.263251,0.160777,0.770318,0.229682,0.59894,0.069767,0.261881,0.374115,0.192113,0.102123,0.070489,0.175752,0.142857,0.330827,0.280075,2024,acs/acs5
76240,ZCTA5 76240,48,11365,0.336384,0.308755,0.151694,0.203168,0.673823,0.326177,0.518962,0.117987,0.293153,0.34742,0.152121,0.08932,0.116877,0.138177,0.166832,0.330099,0.248014,2024,acs/acs5
76244,ZCTA5 76244,48,25086,0.133182,0.262417,0.239416,0.364984,0.680459,0.319541,0.611377,0.043812,0.205202,0.295125,0.300546,0.155315,0.108187,0.181384,0.236803,0.347342,0.126284,2024,acs/acs5
76245,ZCTA5 76245,48,755,0.324503,0.210596,0.290066,0.174834,0.945695,0.054305,0.597351,0.093838,0.337535,0.37605,0.130952,0.061625,0.094483,0.041218,0.077996,0.384274,0.402029,2024,acs/acs5
76247,ZCTA5 76247,48,7012,0.096406,0.232744,0.268825,0.402025,0.835853,0.164147,0.764261,0.039403,0.203414,0.375178,0.276814,0.105192,0.089614,0.205258,0.231546,0.359492,0.11409,2024,acs/acs5
76248,ZCTA5 76248,48,14786,0.13222,0.175842,0.128973,0.562965,0.819153,0.180847,0.702151,0.029061,0.125032,0.243725,0.376067,0.226115,0.085252,0.10024,0.14682,0.439866,0.227822,2024,acs/acs5
76249,ZCTA5 76249,48,3344,0.139354,0.278708,0.264952,0.316986,0.815789,0.184211,0.636962,0.064922,0.204776,0.394394,0.252681,0.083226,0.106212,0.169734,0.234407,0.310072,0.179576,2024,acs/acs5
76250,ZCTA5 76250,48,349,0.34384,0.17765,0.335244,0.143266,0.839542,0.160458,0.60745,0.093857,0.215017,0.412969,0.233788,0.044369,0.077165,0.16378,0.105512,0.373228,0.280315,2024,acs/acs5
76251,ZCTA5 76251,48,279,0.268817,0.419355,0.11828,0.193548,0.888889,0.111111,0.609319,0.062857,0.379048,0.299048,0.188571,0.070476,0.0625,0.151786,0.117857,0.391071,0.276786,2024,acs/acs5
76252,ZCTA5 76252,48,1138,0.238137,0.304921,0.173111,0.283831,0.771529,0.228471,0.612478,0.0625,0.314012,0.305444,0.201613,0.116431,0.122124,0.167257,0.122566,0.358407,0.229646,2024,acs/acs5
76253,ZCTA5 76253,48,65,0.076923,0.876923,0.046154,0.0,0.923077,0.076923,0.8,0.084615,0.815385,0.1,0.0,0.0,0.383886,0.042654,0.298578,0.146919,0.127962,2024,acs/acs5
76255,ZCTA5 76255,48,2407,0.459078,0.281678,0.188617,0.070627,0.774823,0.225177,0.454923,0.183105,0.307728,0.309817,0.136923,0.062427,0.076511,0.15688,0.139091,0.31183,0.315688,2024,acs/acs5
76258,ZCTA5 76258,48,2883,0.216788,0.259452,0.225113,0.298647,0.817204,0.182796,0.675685,0.175743,0.236218,0.312396,0.176579,0.099064,0.123444,0.169132,0.104847,0.343974,0.258603,2024,acs/acs5
76259,ZCTA5 76259,48,2302,0.162033,0.3245,0.250217,0.263249,0.738488,0.261512,0.591659,0.129807,0.240498,0.36297,0.196044,0.070682,0.046216,0.208395,0.179987,0.400254,0.165147,2024,acs/acs5
76261,ZCTA5 76261,48,88,0.477273,0.215909,0.079545,0.227273,0.829545,0.170455,0.545455,0.302198,0.373626,0.137363,0.175824,0.010989,0.016216,0.043243,0.259459,0.308108,0.372973,2024,acs/acs5
76262,ZCTA5 76262,48,15750,0.110984,0.218667,0.167937,0.502413,0.733397,0.266603,0.690413,0.048939,0.109893,0.264653,0.367623,0.208892,0.081286,0.144269,0.220566,0.404995,0.148884,2024,acs/acs5
76263,ZCTA5 76263,48,16,0.0,0.0,0.3125,0.6875,1.0,0.0,0.875,0.333333,0.454545,0.212121,0.0,0.0,0.057143,0.0,0.371429,0.457143,0.114286,2024,acs/acs5
76264,ZCTA5 76264,48,394,0.332487,0.428934,0.027919,0.21066,0.814721,0.185279,0.675127,0.011719,0.416667,0.354167,0.125,0.092448,0.038798,0.193992,0.101377,0.379224,0.286608,2024,acs/acs5
76265,ZCTA5 76265,48,635,0.351181,0.322835,0.214173,0.111811,0.766929,0.233071,0.579528,0.058824,0.414522,0.304228,0.181066,0.04136,0.029438,0.178412,0.178412,0.286351,0.327386,2024,acs/acs5
76266,ZCTA5 76266,48,6804,0.161082,0.344797,0.236772,0.257349,0.81408,0.18592,0.574368,0.084435,0.315936,0.303951,0.194773,0.100905,0.101376,0.165439,0.17878,0.367982,0.186423,2024,acs/acs5
76267,ZCTA5 76267,48,35,0.771429,0.0,0.0,0.228571,1.0,0.0,0.228571,0.0,0.0,1.0,0.0,0.0,0.44,0.0,0.56,0.0,0.0,2024,acs/acs5
76268,ZCTA5 76268,48,78,0.525641,0.102564,0.333333,0.038462,0.871795,0.128205,0.589744,0.229299,0.464968,0.286624,0.019108,0.0,0.173684,0.073684,0.236842,0.363158,0.152632,2024,acs/acs5
76270,ZCTA5 76270,48,784,0.445153,0.253827,0.128827,0.172194,0.97449,0.02551,0.585459,0.07671,0.440221,0.349689,0.110574,0.022806,0.095059,0.060663,0.166354,0.456535,0.221388,2024,acs/acs5
76271,ZCTA5 76271,48,772,0.336788,0.253886,0.244819,0.164508,0.718912,0.281088,0.525907,0.105839,0.324818,0.291971,0.224818,0.052555,0.110967,0.105775,0.137573,0.373134,0.27255,2024,acs/acs5
76272,ZCTA5 76272,48,1930,0.329016,0.345596,0.150259,0.17513,0.882902,0.117098,0.619171,0.149362,0.28103,0.36612,0.131668,0.071819,0.106071,0.197255,0.108165,0.364736,0.223773,2024,acs/acs5
76273,ZCTA5 76273,48,4146,0.271346,0.351182,0.150989,0.226483,0.688857,0.311143,0.55451,0.10148,0.39852,0.278145,0.125529,0.096327,0.149185,0.175492,0.14525,0.291962,0.238111,2024,acs/acs5
76301,ZCTA5 76301,48,6139,0.571917,0.266004,0.117935,0.044144,0.552696,0.447304,0.304773,0.201084,0.405381,0.262624,0.07951,0.0514,0.139884,0.19722,0.139453,0.324152,0.199292,2024,acs/acs5
76302,ZCTA5 76302,48,5030,0.415109,0.296819,0.172167,0.115905,0.597018,0.402982,0.395427,0.116988,0.252739,0.346178,0.209671,0.074424,0.163136,0.18337,0.12994,0.300769,0.222784,2024,acs/acs5
76305,ZCTA5 76305,48,2053,0.3434,0.306381,0.182172,0.168047,0.746712,0.253288,0.615197,0.057111,0.37649,0.322151,0.203216,0.041031,0.098701,0.161169,0.129685,0.364068,0.246377,2024,acs/acs5
76306,ZCTA5 76306,48,5356,0.534354,0.221247,0.148058,0.096341,0.586445,0.413555,0.373413,0.131485,0.376531,0.285905,0.148297,0.057782,0.098464,0.185888,0.141624,0.358627,0.215397,2024,acs/acs5
76308,ZCTA5 76308,48,8765,0.346378,0.323217,0.165659,0.164746,0.522875,0.477125,0.425214,0.049447,0.250515,0.355742,0.215567,0.128729,0.220683,0.203497,0.16627,0.21652,0.19303,2024,acs/acs5
76309,ZCTA5 76309,48,5682,0.464449,0.26012,0.133404,0.142027,0.57251,0.42749,0.380676,0.10391,0.324371,0.340653,0.14526,0.085806,0.113233,0.181058,0.162629,0.30721,0.23587,2024,acs/acs5
76310,ZCTA5 76310,48,7826,0.270381,0.318298,0.17608,0.235242,0.72438,0.27562,0.526961,0.058734,0.256963,0.322434,0.244021,0.117847,0.10421,0.183945,0.191403,0.286596,0.233846,2024,acs/acs5
76311,ZCTA5 76311,48,732,0.189891,0.460383,0.23224,0.117486,0.002732,0.997268,0.639344,0.009031,0.169175,0.473209,0.261288,0.087297,0.692635,0.176721,0.07587,0.047002,0.007772,2024,acs/acs5
76351,ZCTA5 76351,48,583,0.519726,0.202401,0.233276,0.044597,0.749571,0.250429,0.353345,0.090138,0.406151,0.365854,0.104984,0.032874,0.060757,0.174303,0.129482,0.311753,0.323705,2024,acs/acs5
76354,ZCTA5 76354,48,4790,0.33215,0.330063,0.197704,0.140084,0.703549,0.296451,0.546347,0.090126,0.33703,0.332193,0.142149,0.098502,0.087906,0.150527,0.195502,0.320207,0.245858,2024,acs/acs5
76357,ZCTA5 76357,48,220,0.245455,0.372727,0.154545,0.227273,0.95,0.05,0.8,0.096154,0.399038,0.338942,0.115385,0.050481,0.025761,0.063232,0.088993,0.491803,0.330211,2024,acs/acs5
76360,ZCTA5 76360,48,1016,0.380906,0.288386,0.218504,0.112205,0.682087,0.317913,0.439961,0.141317,0.356981,0.324064,0.148695,0.028944,0.069694,0.167371,0.216473,0.37962,0.166843,2024,acs/acs5
76363,ZCTA5 76363,48,64,0.484375,0.25,0.203125,0.0625,0.90625,0.09375,0.40625,0.146789,0.412844,0.348624,0.073394,0.018349,0.128,0.016,0.088,0.504,0.264,2024,acs/acs5
76364,ZCTA5 76364,48,109,0.211009,0.12844,0.605505,0.055046,0.761468,0.238532,0.633028,0.038251,0.131148,0.42623,0.26776,0.136612,0.124402,0.090909,0.325359,0.334928,0.124402,2024,acs/acs5
76365,ZCTA5 76365,48,1995,0.296241,0.309774,0.243609,0.150376,0.807018,0.192982,0.557895,0.056609,0.3606,0.334843,0.165865,0.082083,0.090605,0.097555,0.134363,0.358816,0.318662,2024,acs/acs5
76366,ZCTA5 76366,48,817,0.451652,0.319461,0.118727,0.110159,0.801714,0.198286,0.581395,0.072792,0.373145,0.335689,0.142756,0.075618,0.0993,0.185232,0.193507,0.322724,0.199236,2024,acs/acs5
76367,ZCTA5 76367,48,4075,0.27411,0.369571,0.187485,0.168834,0.884908,0.115092,0.510675,0.280413,0.328667,0.224698,0.107653,0.058569,0.066053,0.190935,0.229466,0.331642,0.181904,2024,acs/acs5
76370,ZCTA5 76370,48,147,0.380952,0.278912,0.333333,0.006803,0.857143,0.142857,0.897959,0.118343,0.387574,0.100592,0.325444,0.068047,0.017442,0.15407,0.15407,0.421512,0.252907,2024,acs/acs5
76371,ZCTA5 76371,48,621,0.291465,0.508857,0.143317,0.056361,0.803543,0.196457,0.674718,0.142478,0.407965,0.333628,0.090265,0.025664,0.068425,0.122012,0.232481,0.339654,0.237428,2024,acs/acs5
76372,ZCTA5 76372,48,458,0.39738,0.227074,0.187773,0.187773,0.755459,0.244541,0.5131,0.15107,0.418449,0.276738,0.113636,0.040107,0.097708,0.124246,0.145959,0.3462,0.285887,2024,acs/acs5
76373,ZCTA5 76373,48,84,0.392857,0.535714,0.071429,0.0,0.928571,0.071429,0.880952,0.244755,0.125874,0.531469,0.097902,0.0,0.0,0.083916,0.167832,0.286713,0.461538,2024,acs/acs5
76374,ZCTA5 76374,48,1720,0.564535,0.199419,0.127326,0.108721,0.663372,0.336628,0.430814,0.103119,0.444771,0.278532,0.114128,0.05945,0.097383,0.171249,0.146737,0.351772,0.232859,2024,acs/acs5
76377,ZCTA5 76377,48,196,0.397959,0.372449,0.204082,0.02551,0.826531,0.173469,0.464286,0.058824,0.526471,0.314706,0.067647,0.032353,0.081081,0.148649,0.064865,0.437838,0.267568,2024,acs/acs5
76379,ZCTA5 76379,48,233,0.32618,0.317597,0.248927,0.107296,0.759657,0.240343,0.420601,0.073232,0.363636,0.393939,0.156566,0.012626,0.159236,0.267516,0.125265,0.301486,0.146497,2024,acs/acs5
76380,ZCTA5 76380,48,1541,0.53926,0.289422,0.083063,0.088254,0.657365,0.342635,0.517197,0.141085,0.339147,0.268992,0.193411,0.057364,0.062841,0.121322,0.11878,0.35198,0.345078,2024,acs/acs5
76384,ZCTA5 76384,48,4537,0.463522,0.325546,0.145691,0.065241,0.667622,0.332378,0.352215,0.188447,0.333811,0.3103,0.119704,0.047738,0.115486,0.160878,0.176924,0.294627,0.252085,2024,acs/acs5
76388,ZCTA5 76388,48,85,0.329412,0.541176,0.047059,0.082353,0.905882,0.094118,0.682353,0.161111,0.461111,0.2,0.133333,0.044444,0.146919,0.075829,0.085308,0.369668,0.322275,2024,acs/acs5
76389,ZCTA5 76389,48,588,0.29932,0.204082,0.27381,0.222789,0.897959,0.102041,0.765306,0.078397,0.436411,0.29878,0.141986,0.044425,0.133585,0.124528,0.151698,0.33434,0.255849,2024,acs/acs5
76401,ZCTA5 76401,48,12481,0.426568,0.278503,0.178672,0.116257,0.558529,0.441471,0.463745,0.107231,0.270899,0.280901,0.211556,0.129414,0.287296,0.180725,0.126842,0.2319,0.173238,2024,acs/acs5
76402,ZCTA5 76402,48,0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2024,acs/acs5
76424,ZCTA5 76424,48,3313,0.442197,0.365228,0.110776,0.081799,0.777543,0.222457,0.447932,0.170346,0.317765,0.339674,0.108356,0.063859,0.135135,0.138367,0.176116,0.31698,0.233402,2024,acs/acs5
76426,ZCTA5 76426,48,3820,0.221204,0.306283,0.268848,0.203665,0.75,0.25,0.568586,0.161629,0.316513,0.283038,0.16675,0.072071,0.103572,0.200985,0.134699,0.363453,0.19729,2024,acs/acs5
76427,ZCTA5 76427,48,371,0.385445,0.412399,0.137466,0.06469,0.563342,0.436658,0.54717,0.053834,0.406199,0.363785,0.176183,0.0,0.114162,0.160405,0.238439,0.343931,0.143064,2024,acs/acs5
76429,ZCTA5 76429,48,109,0.33945,0.220183,0.0,0.440367,0.87156,0.12844,0.66055,0.075221,0.318584,0.247788,0.252212,0.106195,0.062241,0.190871,0.153527,0.186722,0.406639,2024,acs/acs5
76430,ZCTA5 76430,48,987,0.35157,0.283688,0.1692,0.195542,0.785208,0.214792,0.571429,0.058824,0.271404,0.324403,0.246942,0.098427,0.117224,0.127506,0.159383,0.31671,0.279177,2024,acs/acs5
76431,ZCTA5 76431,48,1557,0.305716,0.319204,0.203597,0.171484,0.857418,0.142582,0.61657,0.133791,0.347072,0.326464,0.155054,0.037619,0.063993,0.166565,0.19259,0.340784,0.236069,2024,acs/acs5
76432,ZCTA5 76432,48,483,0.430642,0.283644,0.15735,0.128364,0.915114,0.084886,0.652174,0.162242,0.3294,0.387414,0.078663,0.042281,0.104754,0.139085,0.09419,0.349472,0.3125,2024,acs/acs5
76433,ZCTA5 76433,48,889,0.188976,0.228346,0.291339,0.291339,0.883015,0.116985,0.730034,0.033234,0.270623,0.288427,0.269436,0.138279,0.050704,0.097465,0.156056,0.413521,0.282254,2024,acs/acs5
76435,ZCTA5 76435,48,244,0.262295,0.319672,0.20082,0.217213,0.827869,0.172131,0.606557,0.126949,0.311804,0.334076,0.180401,0.046771,0.156015,0.172932,0.110902,0.402256,0.157895,2024,acs/acs5
