zcta,zcta_name,state_fips,total_households,income_low_pct,income_medium_pct,income_high_pct,income_very_high_pct,owner_pct,renter_pct,married_household_pct,partial_high_school_pct,high_school_pct,partial_college_pct,bachelors_pct,graduate_degree_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_64_pct,age_65_plus_pct,source_year,source_dataset,income_total,income_low_count,income_medium_count,income_high_count,income_very_high_count,tenure_total,owner_count,renter_count,household_type_total,married_household_count,education_total,partial_high_school_count,high_school_count,partial_college_count,bachelors_count,graduate_degree_count,age_18_plus_count,age_18_24_count,age_25_34_count,age_35_44_count,age_45_64_count,age_65_plus_count,income_low_pct_was_clipped,income_medium_pct_was_clipped,income_high_pct_was_clipped,income_very_high_pct_was_clipped,owner_pct_was_clipped,renter_pct_was_clipped,married_household_pct_was_clipped,partial_high_school_pct_was_clipped,high_school_pct_was_clipped,partial_college_pct_was_clipped,bachelors_pct_was_clipped,graduate_degree_pct_was_clipped,age_18_24_pct_was_clipped,age_25_34_pct_was_clipped,age_35_44_pct_was_clipped,age_45_64_pct_was_clipped,age_65_plus_pct_was_clipped,any_pct_was_clipped,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B11001_001E,B11001_002E,B11001_003E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B25003_001E,B25003_002E,B25003_003E
76020,ZCTA5 76020,48,12384,0.2784237726098191,0.28092700258397935,0.21915374677002583,0.2214954780361757,0.7770510335917312,0.22294896640826872,0.5981912144702842,0.09198874451709013,0.35347181991227344,0.3425887610692709,0.14350740710088555,0.06844326740048001,0.08628251663641863,0.18606321839080459,0.17430429522081065,0.35065033272837265,0.20269963702359348,2024,acs/acs5,12384,3448,3479,2714,2743,12384,9623,2761,12384,7408,24166,2223,8542,8279,3468,1654,26448,2282,4921,4610,9274,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,166,169,385,1143,1272,1335,1037,1211,978,1218,724,623,351,438,616,452,204,285,322,164,88,710,1238,1268,1303,935,792,1304,1032,581,811,489,511,734,569,531,181,12384,9288,7408,24166,320,58,0,0,5,19,0,17,74,114,300,133,397,327,459,6838,1704,1901,4087,2291,3468,1489,127,38,12384,446,285,407,385,331,344,435,493,322,707,1284,1488,1488,1226,1381,1362,12384,9623,2761
76021,ZCTA5 76021,48,15141,0.2741562644475266,0.3031503863681395,0.20249653259361997,0.22019681659071397,0.5174691235717588,0.4825308764282412,0.4231556700350043,0.05061227735368957,0.16654739185750636,0.29377385496183206,0.3304309796437659,0.1586354961832061,0.09106678230702515,0.18296472969066205,0.1689071986123157,0.32643104943625323,0.23063023995374385,2024,acs/acs5,15141,4151,4590,3066,3334,15141,7835,7306,15141,6407,25152,1273,4189,7389,8311,3990,27672,2520,5063,4674,9033,6382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,107,129,828,1340,1235,1340,918,1289,977,906,484,522,358,700,692,531,181,289,315,192,444,298,1411,1077,1221,1195,1243,1092,1516,338,666,448,698,1072,669,366,378,15141,8908,6407,25152,285,0,0,0,0,55,13,23,30,13,243,50,91,61,409,3477,712,1803,3815,1771,8311,3065,420,505,15141,559,279,394,339,216,700,512,583,569,967,1403,2220,1464,1602,1548,1786,15141,7835,7306
76022,ZCTA5 76022,48,5527,0.28460285869368557,0.4271756830106749,0.20227971774923104,0.08594174054640855,0.47530305771666365,0.5246969422833363,0.42699475303057716,0.06162729658792651,0.2664566929133858,0.3807874015748032,0.19296587926509187,0.09816272965879265,0.13196026610771894,0.16303654424496491,0.1995807892098788,0.3160484826392053,0.189373917798232,2024,acs/acs5,5527,1573,2361,1118,475,5527,2627,2900,5527,2360,9525,587,2538,3627,1838,935,10973,1448,1789,2190,3468,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,99,58,155,319,492,533,486,280,548,508,114,170,42,114,394,173,108,93,167,272,174,365,477,501,622,549,518,420,374,136,400,117,137,258,296,160,186,5527,3324,2360,9525,41,0,0,19,3,17,4,51,43,0,70,137,68,101,33,1908,630,1078,1646,903,1838,774,89,72,5527,144,104,112,132,170,199,261,247,204,577,675,1109,484,634,336,139,5527,2627,2900
76023,ZCTA5 76023,48,2618,0.3269671504965623,0.2815126050420168,0.15584415584415584,0.23567608861726508,0.8177998472116119,0.18220015278838808,0.6008403361344538,0.10539645431521527,0.3582700175336061,0.31326709526592633,0.18371322813169685,0.03935320475355543,0.1013655462184874,0.15266106442577032,0.1636904761904762,0.3695728291316527,0.21271008403361344,2024,acs/acs5,2618,856,737,408,617,2618,2141,477,2618,1573,5133,541,1839,1608,943,202,5712,579,872,935,2111,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,184,14,46,81,274,208,301,120,131,264,230,212,147,140,194,125,22,10,89,7,96,46,223,294,222,204,189,231,234,339,161,165,166,133,21,21,71,2618,2014,1573,5133,116,0,0,13,0,0,0,0,0,35,34,61,88,114,80,1484,355,364,894,350,943,155,8,39,2618,171,13,86,72,59,152,94,137,72,166,236,335,279,129,313,304,2618,2141,477
76028,ZCTA5 76028,48,27903,0.2286134107443644,0.2675697953625058,0.22001218506970577,0.283804608823424,0.7730709959502562,0.22692900404974375,0.6216535856359531,0.06996940501301713,0.2643140831955609,0.32481994565114114,0.24084525777701765,0.10005130836326322,0.1068434094843681,0.15270375776502937,0.23155911605960827,0.31467463254014055,0.19421908415085373,2024,acs/acs5,27903,6379,7466,6139,7919,27903,21571,6332,27903,17346,52623,3682,13909,17093,12674,5265,58918,6295,8997,13643,18540,11443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,349,660,1708,1871,2273,3597,3046,2693,2404,2277,604,1388,812,1142,1131,723,752,374,764,373,437,993,2321,2532,3597,3403,2221,2806,2336,907,904,891,1105,1719,966,881,947,27903,21624,17346,52623,644,47,0,0,0,41,147,20,374,6,132,246,371,524,1130,11725,2184,4228,8320,4545,12674,4461,361,443,27903,777,616,640,646,428,784,628,1129,731,1377,2503,3586,3674,2465,4015,3904,27903,21571,6332
76031,ZCTA5 76031,48,5984,0.34592245989304815,0.37065508021390375,0.15491310160427807,0.12850935828877005,0.7822526737967914,0.21774732620320855,0.6002673796791443,0.1876131266231211,0.41386637286534983,0.25867632013850633,0.112536397261352,0.027307783111670734,0.10153432793608146,0.1544933889556671,0.20151311602913102,0.34327936081453725,0.19917980626458318,2024,acs/acs5,5984,2070,2218,927,769,5984,4681,1303,5984,3592,12707,2384,5259,3287,1430,347,14143,1436,2185,2850,4855,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,16,26,479,659,498,392,1086,456,795,757,141,225,222,337,454,285,83,70,315,174,169,108,500,528,689,683,536,501,621,395,428,230,451,282,240,80,83,5984,4726,3592,12707,333,0,0,0,17,109,229,165,261,130,73,531,275,100,161,4230,1029,1040,1526,721,1430,304,22,21,5984,270,112,299,96,238,250,241,366,198,438,683,1097,469,458,485,284,5984,4681,1303
76033,ZCTA5 76033,48,10393,0.3213701529875878,0.32156259020494565,0.1539497738862696,0.20311748292119697,0.6259020494563649,0.37409795054363515,0.5699990378139133,0.11959860741347532,0.3527032561949621,0.2960782305959451,0.1614785992217899,0.07014130657382757,0.12227564822720532,0.18572776704264593,0.17350469599604548,0.2848604682514717,0.23363142048263155,2024,acs/acs5,10393,3340,3342,1600,2111,10393,6505,3888,10393,5924,19532,2336,6889,5783,3154,1370,22253,2721,4133,3861,6339,5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,234,132,493,1155,904,872,1114,739,663,998,293,433,306,340,637,466,280,156,375,99,188,892,914,1160,887,988,648,825,822,393,525,513,445,571,566,407,512,10393,7821,5924,19532,385,0,0,0,0,125,0,28,463,11,62,210,231,396,425,5411,1478,1889,2498,1396,3154,909,351,110,10393,355,173,425,316,340,451,483,472,325,714,1112,1516,933,667,1134,977,10393,6505,3888
76034,ZCTA5 76034,48,9122,0.07476430607322955,0.11499671124753344,0.15007673755755316,0.6601622451216839,0.9672221004165753,0.03277789958342469,0.8016882262661696,0.009135399673735726,0.07895595432300163,0.2249048395867319,0.39820554649265905,0.28879825992387165,0.06355025970058051,0.06935533150015276,0.16895814237702414,0.42794581932987064,0.27019044709237194,2024,acs/acs5,9122,682,1049,1369,6022,9122,8823,299,9122,7313,18390,168,1452,4136,7323,5311,19638,1248,1362,3318,8404,5306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,20,74,321,311,394,697,1022,932,822,897,523,697,501,584,884,393,232,105,292,48,84,159,299,358,723,876,909,1017,1283,761,563,391,648,801,468,174,125,9122,7984,7313,18390,92,0,0,0,0,8,17,0,0,6,0,2,0,26,17,1182,270,995,2101,1040,7323,3740,1164,407,9122,112,25,95,48,23,102,67,97,113,197,312,540,841,528,950,5072,9122,8823,299
76035,ZCTA5 76035,48,802,0.21072319201995013,0.23316708229426433,0.17955112219451372,0.3765586034912718,0.6982543640897756,0.30174563591022446,0.6396508728179551,0.08749229821318547,0.21010474430067777,0.2889710412815773,0.25385089340727046,0.15958102279728897,0.15159435441714583,0.20386826973340302,0.1955044432828019,0.24046001045478307,0.20857292211186618,2024,acs/acs5,802,169,187,144,302,802,560,242,802,513,1623,142,341,469,412,259,1913,290,390,374,460,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,15,44,45,83,121,68,46,92,50,2,34,25,68,41,14,45,9,63,17,10,68,118,144,137,48,85,35,60,15,41,41,46,18,72,15,5,802,671,513,1623,24,0,0,0,0,0,0,0,0,0,0,13,4,8,93,216,125,176,181,112,412,237,10,12,802,6,14,18,10,3,12,8,69,29,10,81,96,61,83,183,119,802,560,242
76036,ZCTA5 76036,48,12027,0.1981375239045481,0.3152074499043818,0.22507691028519164,0.26157811590587843,0.7627837365926665,0.2372162634073335,0.6027271971397689,0.08313752296321614,0.29457000042722264,0.30204639637715214,0.22412098944760114,0.09612509078480796,0.1116888045540797,0.19499051233396583,0.22258064516129034,0.2937001897533207,0.17703984819734345,2024,acs/acs5,12027,2383,3791,2707,3146,12027,9174,2853,12027,7249,23407,1946,6895,7070,5246,2250,26350,2943,5138,5865,7739,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,154,217,559,1273,1358,1250,1501,954,914,883,428,504,133,692,472,278,290,135,529,94,160,518,963,1544,1605,1509,1332,1046,961,302,415,187,486,844,567,354,227,12027,9294,7249,23407,345,79,5,0,4,0,18,25,177,65,102,128,416,168,414,5407,1488,1694,3197,2179,5246,1827,195,228,12027,341,234,87,137,213,380,380,331,280,564,812,2415,1594,1113,1669,1477,12027,9174,2853
76039,ZCTA5 76039,48,16621,0.24775885927441188,0.35298718488658926,0.20841104626677096,0.1908429095722279,0.3488959749714217,0.6511040250285783,0.38986823897479095,0.05944055944055944,0.19883209573931224,0.3134597361401485,0.28336096892797924,0.14490663975200058,0.10734281485295064,0.24802110817941952,0.1970204002831585,0.30320483943625715,0.14441083724821416,2024,acs/acs5,16621,4118,5867,3464,3172,16621,5799,10822,16621,6480,27742,1649,5516,8696,7861,4020,31078,3336,7708,6123,9423,4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,125,57,1497,1705,1801,1611,1347,1117,1054,1053,507,893,300,452,535,411,213,51,103,204,85,1000,2144,2058,1253,1912,882,1401,1250,523,743,351,585,613,454,223,300,16621,9477,6480,27742,584,0,5,0,0,0,18,31,46,25,37,170,82,287,364,4574,942,1224,4578,2894,7861,3293,359,368,16621,482,533,391,562,360,373,465,522,430,1124,1681,3062,1780,1684,1638,1534,16621,5799,10822
76040,ZCTA5 76040,48,11890,0.33523969722455843,0.3280067283431455,0.18015138772077377,0.1566021867115223,0.43650126156433977,0.5634987384356602,0.43986543313709,0.11545319465081724,0.24546805349182763,0.33675086676572563,0.20817236255572066,0.09415552253590886,0.12917834806987277,0.22587880094888937,0.18335130472288116,0.3369419883545396,0.12464955790381713,2024,acs/acs5,11890,3986,3900,2142,1862,11890,5190,6700,11890,5230,20190,2331,4956,6799,4203,1901,23185,2995,5237,4251,7812,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,187,236,452,992,1302,1062,884,1280,1068,1228,294,337,288,192,484,219,72,66,201,546,153,672,1577,1366,1038,1267,1027,877,1006,392,303,174,456,433,307,76,123,11890,7330,5230,20190,364,0,36,4,0,0,0,11,356,210,74,222,366,177,511,4133,823,1172,3772,1855,4203,1562,186,153,11890,402,217,251,358,280,600,518,499,861,845,1317,1738,1266,876,1040,822,11890,5190,6700
76041,ZCTA5 76041,48,273,0.10256410256410256,0.1684981684981685,0.2564102564102564,0.4725274725274725,1.0,0.0,0.4175824175824176,0.07969639468690702,0.5654648956356736,0.32827324478178366,0.026565464895635674,0.0,0.2587904360056259,0.029535864978902954,0.22784810126582278,0.2812939521800281,0.20253164556962025,2024,acs/acs5,273,28,46,70,129,273,273,0,273,114,527,42,298,173,14,0,711,184,21,162,200,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,47,97,26,21,0,0,0,0,36,27,0,0,0,0,0,0,21,0,115,0,26,0,30,0,0,0,0,46,35,0,0,273,229,114,527,7,0,0,0,0,0,0,0,0,0,0,0,20,0,15,287,11,126,26,21,14,0,0,0,273,0,0,0,0,7,0,0,21,0,29,9,8,8,62,115,14,273,273,0
76043,ZCTA5 76043,48,2676,0.32286995515695066,0.28176382660687593,0.1991778774289985,0.1961883408071749,0.7458893871449925,0.25411061285500747,0.6221973094170403,0.08386350491613649,0.2673992673992674,0.3375747059957586,0.2446500867553499,0.06651243493348756,0.060836501901140684,0.1443056309976462,0.162592793771501,0.37914177077675176,0.25312330255296034,2024,acs/acs5,2676,864,754,533,525,2676,1996,680,2676,1665,5187,435,1387,1751,1269,345,5523,336,797,898,2094,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,137,86,375,275,200,147,356,134,149,104,93,289,122,126,73,58,20,54,45,65,62,274,240,183,221,291,177,108,407,61,106,227,93,59,91,2676,1949,1665,5187,162,0,0,0,0,0,0,0,42,9,6,67,10,99,40,1205,182,475,796,480,1269,284,59,2,2676,37,98,99,151,108,37,91,180,63,173,234,347,357,176,198,327,2676,1996,680
76044,ZCTA5 76044,48,3162,0.1527514231499051,0.28716002530044277,0.2441492726122707,0.3159392789373814,0.8820366856419988,0.11796331435800127,0.7773561037318153,0.06531084656084656,0.3482142857142857,0.31994047619047616,0.19808201058201058,0.06845238095238096,0.1101956745623069,0.20111814035603942,0.21244666764749154,0.3073414741797852,0.16889804325437693,2024,acs/acs5,3162,483,908,772,999,3162,2789,373,3162,2458,6048,395,2106,1935,1198,414,6797,749,1367,1444,2089,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,11,50,216,263,331,482,246,270,257,285,110,148,136,141,136,68,17,31,102,0,12,180,308,465,385,331,204,289,312,114,100,232,106,146,71,24,40,3162,2662,2458,6048,57,0,0,0,0,0,0,0,23,0,54,123,10,36,92,1776,330,501,806,628,1198,403,3,8,3162,142,24,71,37,0,42,71,69,27,131,318,459,328,444,610,389,3162,2789,373
76048,ZCTA5 76048,48,10668,0.3712973378327709,0.32902137232845896,0.17913385826771652,0.12054743157105362,0.7362204724409449,0.2637795275590551,0.5033745781777278,0.10324725134236767,0.2996164663768857,0.3357197647660445,0.18578368703656353,0.07563283047813858,0.08983011403304632,0.14484524086572026,0.12566907144519432,0.32208517570397954,0.3175703979520596,2024,acs/acs5,10668,3961,3510,1911,1286,10668,7854,2814,10668,5370,19555,2019,5859,6565,3633,1479,21485,1930,3112,2700,6920,6823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,70,396,330,837,870,479,871,709,804,858,537,532,529,430,1045,486,269,225,280,5,129,412,712,693,592,758,648,745,776,539,772,492,531,1030,648,534,604,10668,7096,5370,19555,375,0,8,0,0,0,0,7,245,76,90,428,113,235,442,4470,1389,2155,3039,1371,3633,1225,74,180,10668,456,294,493,363,396,810,363,455,331,702,1121,1687,957,954,637,649,10668,7854,2814
76049,ZCTA5 76049,48,12720,0.2236635220125786,0.24111635220125785,0.25511006289308175,0.28011006289308177,0.8772798742138365,0.12272012578616352,0.6859276729559748,0.055692865381446695,0.2378892733564014,0.316567803592025,0.2663124073158675,0.12353765035425936,0.06845740598618573,0.11277820414428243,0.14040675364543362,0.32570990023023794,0.35264773599386035,2024,acs/acs5,12720,2845,3067,3245,3563,12720,11159,1561,12720,8725,24276,1352,5775,7685,6465,2999,26060,1784,2939,3659,8488,9190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,77,127,421,505,727,869,1003,849,693,1376,551,431,512,641,1331,938,564,547,248,190,141,355,849,858,809,978,725,1061,1621,573,608,500,740,1588,864,598,367,12720,9517,8725,24276,111,1,0,0,0,0,0,0,13,0,102,178,259,386,302,4924,851,1696,4125,1864,6465,2294,311,394,12720,525,183,190,108,301,296,427,409,406,755,901,1411,2086,1159,1495,2068,12720,11159,1561
76050,ZCTA5 76050,48,2675,0.2822429906542056,0.2893457943925234,0.19065420560747665,0.23775700934579438,0.7958878504672897,0.20411214953271029,0.6157009345794393,0.09124228395061729,0.34934413580246915,0.3794367283950617,0.14486882716049382,0.03510802469135803,0.08199043740038958,0.14963697538516027,0.14733486807154242,0.36550380733132637,0.25553391181158136,2024,acs/acs5,2675,755,774,510,636,2675,2129,546,2675,1647,5184,473,1811,1967,751,182,5647,463,845,832,2064,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,8,213,235,254,188,228,158,332,266,154,189,77,75,146,206,51,63,79,65,4,39,65,291,241,175,162,247,181,165,210,66,135,278,100,109,137,2675,1979,1647,5184,17,0,0,0,0,0,19,0,14,3,13,135,105,57,110,1418,393,525,964,478,751,174,0,8,2675,45,114,65,24,81,43,97,139,147,177,273,324,285,225,410,226,2675,2129,546
76051,ZCTA5 76051,48,21347,0.20902234506019582,0.2398463484330351,0.18114957605284115,0.36998173045392796,0.5240080573382677,0.47599194266173234,0.5012413922331007,0.05471830001398015,0.15576681112819796,0.2163288130854187,0.35979309380679436,0.21339298196560882,0.10083970233306516,0.17706657280772325,0.17372284794851167,0.37263676588897826,0.17573411102172165,2024,acs/acs5,21347,4462,5120,3867,7898,21347,11186,10161,21347,10700,35765,1957,5571,7737,12868,7632,39776,4011,7043,6910,14822,6990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,400,214,1112,1915,1693,1954,1655,1552,2082,2094,912,898,538,792,848,578,200,171,375,357,177,762,1880,1555,1816,1485,2271,1810,1695,664,844,643,837,818,788,328,449,21347,13231,10700,35765,208,36,0,0,0,0,3,82,442,24,187,244,216,308,207,4903,668,1426,4423,1888,12868,5765,1144,723,21347,560,403,303,505,462,739,478,352,660,915,1822,2383,2168,1699,3073,4825,21347,11186,10161
76052,ZCTA5 76052,48,10879,0.0892545270705028,0.2255722033275117,0.21242761283206177,0.4727456567699237,0.8438275576799338,0.1561724423200662,0.717896865520728,0.03958090803259604,0.1909662398137369,0.32023282887078,0.2865657741559953,0.16265424912689175,0.09088984844636355,0.22191177715688765,0.21725510117686903,0.351748370163407,0.11819490305647277,2024,acs/acs5,10879,971,2454,2311,5143,10879,9180,1699,10879,7810,21475,850,4101,6877,6154,3493,23622,2147,5242,5132,8309,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,132,126,472,1065,1399,1292,948,1058,975,1101,446,457,224,442,279,194,104,6,376,113,187,495,1768,1010,1608,1284,1114,1208,1274,287,389,337,408,487,149,159,3,10879,9029,7810,21475,90,0,0,0,0,0,2,7,114,0,21,25,176,85,330,3462,639,1966,2860,2051,6154,3094,150,249,10879,173,100,131,63,90,83,181,22,128,442,764,1248,1211,1100,2339,2804,10879,9180,1699
76053,ZCTA5 76053,48,12228,0.37455021262675825,0.3348871442590775,0.16102387962054301,0.1295387634936212,0.5017173699705594,0.4982826300294406,0.4377657834478247,0.10719711355867831,0.26751804025826054,0.3149449297379415,0.21990125332320548,0.09043866312191416,0.14464387233005765,0.16969869243888572,0.20299683261593437,0.2898562494924064,0.19280435312271582,2024,acs/acs5,12228,4580,4095,1969,1584,12228,6135,6093,12228,5353,21064,2258,5635,6634,4632,1905,24626,3562,4179,4999,7138,4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,202,183,814,1087,1223,1345,1154,773,835,884,464,280,220,299,649,357,283,221,546,266,521,605,759,1110,1608,892,1276,763,781,499,583,428,438,797,403,183,470,12228,7631,5353,21064,507,0,0,19,0,33,43,8,194,30,88,576,263,191,306,4646,989,1623,3693,1318,4632,1748,81,76,12228,621,232,294,323,564,553,736,429,828,999,1398,1698,1232,737,891,693,12228,6135,6093
76054,ZCTA5 76054,48,4600,0.2141304347826087,0.2539130434782609,0.2510869565217391,0.2808695652173913,0.8643478260869565,0.1356521739130435,0.6132608695652174,0.049630655586334255,0.16101108033240996,0.3072483841181902,0.31867497691597413,0.1634349030470914,0.09731193998749739,0.15524067514065432,0.16211710773077725,0.3156907689101896,0.26963950823088145,2024,acs/acs5,4600,985,1168,1155,1292,4600,3976,624,4600,2821,8664,430,1395,2662,2761,1416,9598,934,1490,1556,3030,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,84,0,203,269,355,334,507,406,256,355,325,186,167,116,277,327,151,138,163,29,51,290,393,473,393,322,308,255,406,246,287,143,233,412,315,172,137,4600,3161,2821,8664,131,0,0,0,0,0,0,7,43,10,0,14,23,28,174,1068,327,381,1471,810,2761,1139,146,131,4600,151,44,56,141,47,260,103,128,55,300,319,549,529,626,698,594,4600,3976,624
76055,ZCTA5 76055,48,1201,0.2922564529558701,0.32556203164029973,0.2289758534554538,0.15320566194837634,0.8218151540383014,0.1781848459616986,0.5678601165695254,0.09769624573378839,0.3310580204778157,0.37073378839590443,0.11518771331058021,0.08532423208191127,0.10500190912562046,0.16342115311187477,0.1244749904543719,0.3864070255822833,0.22069492172584956,2024,acs/acs5,1201,351,391,275,184,1201,987,214,1201,682,2344,229,776,869,270,200,2619,275,428,326,1012,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,124,122,31,97,78,70,147,144,43,17,36,62,31,64,62,20,43,0,22,74,206,69,84,67,253,98,109,80,51,57,42,91,26,27,60,1201,898,682,2344,17,0,0,0,0,0,0,23,33,2,12,88,31,7,16,555,221,263,419,187,270,176,24,0,1201,23,5,12,43,18,92,26,65,67,66,118,207,229,46,108,76,1201,987,214
76058,ZCTA5 76058,48,7534,0.37125033182904166,0.26347225909211575,0.1925935757897531,0.17268383328908946,0.7451552959915052,0.25484470400849485,0.586010087602867,0.1794906900328587,0.32208378970427165,0.2881982475355969,0.14218236582694413,0.06804490690032859,0.11845996017138374,0.18634964697362863,0.16619395329189549,0.3504918230643896,0.17850461649870256,2024,acs/acs5,7534,2797,1985,1451,1301,7534,5614,1920,7534,4415,14608,2622,4705,4210,2077,994,16571,1963,3088,2754,5808,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,52,294,416,590,1018,535,555,773,740,798,353,355,294,428,291,245,34,46,324,69,60,388,824,656,984,680,658,583,874,311,363,162,375,580,330,120,53,7534,5630,4415,14608,207,0,0,0,0,31,0,0,211,12,292,406,165,462,836,3719,986,1127,1606,1477,2077,580,187,227,7534,619,403,156,225,148,326,232,352,336,551,555,879,795,656,790,511,7534,5614,1920
76059,ZCTA5 76059,48,1981,0.4507824331145886,0.3740535083291267,0.1226653205451792,0.0524987380111055,0.4336193841494195,0.5663806158505805,0.37758707723372037,0.1933534743202417,0.2891238670694864,0.26948640483383685,0.16132930513595167,0.08670694864048338,0.2186024551463645,0.17280453257790368,0.16170915958451368,0.2528328611898017,0.19405099150141644,2024,acs/acs5,1981,893,741,243,104,1981,859,1122,1981,748,3310,640,957,892,534,287,4236,926,732,685,1071,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,68,68,71,202,288,163,203,190,94,170,25,75,20,4,25,45,80,34,161,13,22,341,155,87,147,172,233,118,116,33,17,9,35,114,277,43,136,1981,1128,748,3310,44,12,0,0,0,0,0,4,92,0,12,96,239,121,20,831,126,128,513,251,534,204,9,74,1981,275,139,101,44,47,36,102,137,12,229,171,341,146,97,66,38,1981,859,1122
76060,ZCTA5 76060,48,3199,0.20193810565801812,0.18161925601750548,0.3360425132854017,0.2804001250390747,0.7277274148171303,0.2722725851828696,0.5636136292591435,0.15588190301361482,0.24751415022181428,0.32461373718831266,0.19840905614196114,0.07358115343429708,0.09056761268781302,0.19282136894824708,0.20645520311630494,0.3418196994991653,0.16833611574846968,2024,acs/acs5,3199,646,581,1075,897,3199,2328,871,3199,1803,6537,1019,1618,2122,1297,481,7188,651,1386,1484,2457,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,41,19,330,479,253,372,402,406,190,422,116,200,88,64,171,194,33,56,14,25,19,144,429,225,242,468,277,313,243,174,116,102,41,189,152,25,95,3199,2406,1803,6537,219,0,0,0,0,14,0,33,68,0,24,235,245,76,105,1345,273,492,953,677,1297,454,16,11,3199,219,107,83,34,31,36,52,69,15,113,152,316,675,400,347,550,3199,2328,871
76061,ZCTA5 76061,48,11,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024,acs/acs5,11,0,0,11,0,11,11,0,11,11,22,0,11,11,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,11,0
